Date,Open,High,Low,Close,Adj Close,Volume
2001-04-25,14500.0,14500.0,12350.0,13000.0,8733.9287109375,3094900
2001-04-26,14500.0,14500.0,12350.0,13000.0,8733.9287109375,3094900
2001-04-27,12150.0,12800.0,12000.0,12700.0,8532.3740234375,854300
2001-04-30,12450.0,12850.0,12450.0,12800.0,8599.55859375,803200
2001-05-02,12900.0,13250.0,12650.0,13000.0,8733.9287109375,851500
2001-05-03,13100.0,14950.0,12950.0,14950.0,10044.015625,3525500
2001-05-04,14950.0,15100.0,14250.0,14900.0,10010.4228515625,1314700
2001-05-08,14500.0,15550.0,14450.0,14750.0,9909.6474609375,569500
2001-05-09,14400.0,14800.0,14400.0,14600.0,9808.87109375,384100
2001-05-10,14600.0,15050.0,14350.0,14650.0,9842.4658203125,488100
2001-05-11,14750.0,15150.0,14700.0,14900.0,10010.4228515625,587700
2001-05-14,15000.0,15100.0,14700.0,14850.0,9976.83203125,242700
2001-05-15,15100.0,15100.0,14600.0,14850.0,9976.83203125,257400
2001-05-16,14750.0,14850.0,14150.0,14500.0,9741.6884765625,613600
2001-05-17,14850.0,15700.0,14600.0,15650.0,10514.3056640625,1695400
2001-05-18,16300.0,17950.0,16150.0,17550.0,11790.80078125,2393500
2001-05-21,18500.0,18500.0,17500.0,18250.0,12261.087890625,1283100
2001-05-22,18250.0,18400.0,17650.0,17800.0,11958.7626953125,750000
2001-05-23,18200.0,18950.0,17900.0,18400.0,12361.865234375,718100
2001-05-24,18000.0,18700.0,17800.0,18600.0,12496.2373046875,311800
2001-05-25,18900.0,19400.0,18600.0,19050.0,12798.5625,475500
2001-05-28,19000.0,19150.0,18650.0,19000.0,12764.9736328125,318700
2001-05-29,18600.0,18900.0,18350.0,18900.0,12697.78515625,401700
2001-05-30,18600.0,19500.0,18500.0,19350.0,13000.1123046875,464700
2001-05-31,18500.0,18950.0,18450.0,18700.0,12563.416015625,413800
2001-06-01,18800.0,18900.0,17700.0,17700.0,11891.5771484375,381300
2001-06-04,17200.0,17900.0,17000.0,17400.0,11690.025390625,383500
2001-06-05,17600.0,17850.0,17400.0,17400.0,11690.025390625,602100
2001-06-07,17400.0,17700.0,16850.0,16900.0,11354.1044921875,434600
2001-06-08,17000.0,18250.0,16900.0,18250.0,12261.087890625,457700
2001-06-11,17800.0,18450.0,17600.0,18400.0,12361.865234375,201700
2001-06-12,18300.0,18300.0,18000.0,18150.0,12193.9072265625,92000
2001-06-13,18150.0,18500.0,17800.0,17800.0,11958.7626953125,173600
2001-06-14,17700.0,18200.0,17600.0,18200.0,12227.498046875,286600
2001-06-15,17900.0,17950.0,17350.0,17950.0,12059.5400390625,214900
2001-06-18,17500.0,17950.0,17450.0,17800.0,11958.7626953125,130600
2001-06-19,17550.0,17600.0,16950.0,17300.0,11622.8408203125,393700
2001-06-20,16800.0,17100.0,16650.0,16900.0,11354.1044921875,212000
2001-06-21,16600.0,16850.0,16000.0,16600.0,11152.552734375,596900
2001-06-22,16400.0,17450.0,16400.0,17000.0,11421.2890625,381200
2001-06-25,16550.0,17500.0,16550.0,17400.0,11690.025390625,319500
2001-06-26,17400.0,17850.0,17000.0,17800.0,11958.7626953125,358000
2001-06-27,17800.0,18000.0,17350.0,18000.0,12093.1298828125,170900
2001-06-28,17800.0,18000.0,17350.0,17450.0,11723.6181640625,216100
2001-06-29,17600.0,17750.0,17200.0,17300.0,11622.8408203125,450900
2001-07-02,17250.0,17550.0,17200.0,17250.0,11589.248046875,151600
2001-07-03,17300.0,17400.0,17100.0,17350.0,11656.4345703125,298700
2001-07-04,17100.0,17300.0,16850.0,17300.0,11622.8408203125,199000
2001-07-05,16850.0,17200.0,16850.0,17000.0,11421.2890625,181200
2001-07-06,16650.0,17000.0,16650.0,16900.0,11354.1044921875,210800
2001-07-09,16700.0,16750.0,15800.0,16200.0,10883.8173828125,536700
2001-07-10,16300.0,16350.0,15700.0,15850.0,10648.673828125,280300
2001-07-11,15500.0,16200.0,15050.0,15900.0,10682.2666015625,624400
2001-07-12,16200.0,16650.0,16200.0,16600.0,11152.552734375,372000
2001-07-13,16600.0,16850.0,15900.0,16600.0,11152.552734375,328000
2001-07-16,16100.0,16500.0,16050.0,16250.0,10917.4091796875,194500
2001-07-18,15850.0,16200.0,15200.0,16000.0,10749.4501953125,502000
2001-07-19,15350.0,15700.0,15300.0,15500.0,10413.5263671875,117500
2001-07-20,15500.0,16000.0,15450.0,15500.0,10413.5263671875,271100
2001-07-23,15150.0,15500.0,15050.0,15200.0,10211.9775390625,136900
2001-07-24,15100.0,15100.0,14150.0,14600.0,9808.87109375,333900
2001-07-25,14000.0,14700.0,14000.0,14600.0,9808.87109375,189000
2001-07-26,14700.0,14700.0,14250.0,14600.0,9808.87109375,241200
2001-07-27,14750.0,15250.0,14650.0,15100.0,10144.79296875,267500
2001-07-30,14800.0,14800.0,14600.0,14700.0,9876.0546875,65600
2001-07-31,14350.0,14600.0,14250.0,14500.0,9741.6884765625,351100
2001-08-01,14500.0,14950.0,14350.0,14800.0,9943.2412109375,574300
2001-08-02,14950.0,14950.0,14350.0,14350.0,9640.912109375,386100
2001-08-03,14400.0,15600.0,14400.0,15350.0,10312.751953125,901000
2001-08-06,15000.0,15450.0,15000.0,15350.0,10312.751953125,242900
2001-08-07,15000.0,15350.0,15000.0,15350.0,10312.751953125,173000
2001-08-08,15500.0,15850.0,15400.0,15650.0,10514.3056640625,547200
2001-08-09,15300.0,15650.0,14850.0,14900.0,10010.4228515625,317100
2001-08-10,15000.0,15100.0,14700.0,14800.0,9943.2412109375,151400
2001-08-13,14850.0,15350.0,14650.0,15250.0,10245.5673828125,435800
2001-08-14,15300.0,15850.0,15250.0,15800.0,10615.080078125,436100
2001-08-16,15600.0,16700.0,15400.0,16150.0,10850.2255859375,572800
2001-08-17,16250.0,16750.0,16150.0,16700.0,11219.7353515625,750100
2001-08-20,16400.0,16400.0,16000.0,16100.0,10816.630859375,164000
2001-08-21,16000.0,16400.0,15950.0,16200.0,10883.8173828125,154800
2001-08-22,16200.0,16300.0,15950.0,16100.0,10816.630859375,138000
2001-08-23,16250.0,16400.0,16050.0,16300.0,10951.001953125,132700
2001-08-24,16500.0,16500.0,15950.0,16200.0,10883.8173828125,93400
2001-08-27,16400.0,16850.0,16100.0,16700.0,11219.7353515625,222100
2001-08-28,16700.0,16800.0,16500.0,16700.0,11219.7353515625,131100
2001-08-29,16300.0,16700.0,16250.0,16500.0,11085.369140625,137800
2001-08-30,16400.0,16600.0,16300.0,16500.0,11085.369140625,179800
2001-08-31,16400.0,16600.0,15900.0,16000.0,10749.4501953125,498200
2001-09-03,16000.0,16150.0,15600.0,16150.0,10850.2255859375,406100
2001-09-04,16700.0,16700.0,15800.0,16150.0,10850.2255859375,365700
2001-09-05,16000.0,16550.0,16000.0,16400.0,11018.1845703125,121700
2001-09-06,16300.0,16550.0,15800.0,15900.0,10682.2666015625,301000
2001-09-07,16000.0,16300.0,15750.0,16300.0,10951.001953125,70500
2001-09-10,16000.0,16100.0,15800.0,15800.0,10615.080078125,108400
2001-09-11,16000.0,16550.0,15850.0,15850.0,10648.673828125,306000
2001-09-12,13500.0,14500.0,13500.0,13500.0,9069.84765625,500500
2001-09-13,13500.0,14750.0,13500.0,14600.0,9808.87109375,248200
2001-09-14,14500.0,14600.0,14100.0,14500.0,9741.6884765625,221000
