Date,Open,High,Low,Close,Adj Close,Volume
2010-05-12,119500.0,121000.0,112500.0,114000.0,97796.5390625,9504811
2010-05-13,115500.0,117000.0,115000.0,115500.0,99083.328125,2184611
2010-05-14,115000.0,116500.0,112000.0,114000.0,97796.5390625,1766046
2010-05-17,112000.0,113500.0,107500.0,107500.0,92220.421875,2436796
2010-05-18,108500.0,110000.0,107000.0,110000.0,94365.078125,992698
2010-05-19,109000.0,110000.0,107500.0,109500.0,93936.1328125,849604
2010-05-20,109500.0,111000.0,107500.0,107500.0,92220.421875,737460
2010-05-24,105000.0,106000.0,101500.0,102500.0,87931.09375,1211758
2010-05-25,100500.0,101000.0,95500.0,98000.0,84070.703125,1594192
2010-05-26,98000.0,110000.0,97800.0,110000.0,94365.078125,3446050
2010-05-27,107000.0,110000.0,106000.0,109000.0,93507.2109375,1530520
2010-05-28,111000.0,111000.0,105500.0,108000.0,92649.3515625,690425
2010-05-31,107500.0,110000.0,106000.0,109000.0,93507.2109375,477021
2010-06-01,108500.0,109000.0,106000.0,106000.0,90933.609375,298598
2010-06-03,105500.0,107000.0,103000.0,104000.0,89217.890625,901342
2010-06-04,104500.0,105500.0,103000.0,103000.0,88360.0234375,416465
2010-06-07,100500.0,102500.0,99800.0,102000.0,87502.15625,573780
2010-06-08,102000.0,104500.0,102000.0,102500.0,87931.09375,387803
2010-06-09,103000.0,104000.0,102000.0,102000.0,87502.15625,242710
2010-06-10,103000.0,104000.0,102000.0,102500.0,87931.09375,267676
2010-06-11,104000.0,105000.0,102500.0,103000.0,88360.0234375,454402
2010-06-14,103500.0,104000.0,100500.0,101000.0,86644.3046875,767148
2010-06-15,101500.0,101500.0,100000.0,100500.0,86215.3671875,474019
2010-06-16,101500.0,101500.0,99900.0,100500.0,86215.3671875,587113
2010-06-17,100500.0,103500.0,100000.0,100500.0,86215.3671875,662035
2010-06-18,101000.0,102000.0,100000.0,101500.0,87073.234375,485914
2010-06-21,101500.0,102000.0,100000.0,100500.0,86215.3671875,753197
2010-06-22,100500.0,101500.0,100000.0,100500.0,86215.3671875,456165
2010-06-23,100500.0,101000.0,100000.0,100500.0,86215.3671875,397369
2010-06-24,100500.0,101000.0,100000.0,100500.0,86215.3671875,331095
2010-06-25,100500.0,107000.0,99900.0,106500.0,91362.546875,1823381
2010-06-28,107000.0,107000.0,105000.0,106500.0,91362.546875,595619
2010-06-29,106000.0,107000.0,102500.0,105000.0,90075.7578125,710521
2010-06-30,103000.0,103500.0,102000.0,103500.0,88788.9609375,701595
