Date,Open,High,Low,Close,Adj Close,Volume
2001-12-25,47745.3984375,47745.3984375,47745.3984375,47745.3984375,40715.12890625,0
2001-12-31,48723.69921875,48723.69921875,48723.69921875,48723.69921875,41549.375,0
2002-01-01,48723.69921875,48723.69921875,48723.69921875,48723.69921875,41549.375,0
2002-01-03,50387.0,50387.0,50387.0,50387.0,42967.765625,0
2002-01-31,57040.0,57040.0,57040.0,57040.0,48641.140625,0
2002-02-11,54007.0,54007.0,54007.0,54007.0,46054.73828125,0
2002-02-12,54007.0,54007.0,54007.0,54007.0,46054.73828125,0
2002-02-13,54007.0,54007.0,54007.0,54007.0,46054.73828125,0
2002-03-01,56648.69921875,56648.69921875,56648.69921875,56648.69921875,48307.4609375,0
2002-04-05,56942.19921875,56942.19921875,56942.19921875,56942.19921875,48557.74609375,0
2002-05-01,57627.1015625,57627.1015625,57627.1015625,57627.1015625,49141.80078125,0
2002-06-06,58703.30078125,58703.30078125,58703.30078125,58703.30078125,50059.53515625,0
2002-06-13,58996.80078125,58996.80078125,58996.80078125,58996.80078125,50309.81640625,0
2002-07-01,57137.8984375,57137.8984375,57137.8984375,57137.8984375,48724.6328125,0
2002-07-17,58116.30078125,58116.30078125,58116.30078125,58116.30078125,49558.96484375,0
2002-08-15,53615.69921875,53615.69921875,53615.69921875,53615.69921875,45721.05859375,0
2002-08-23,54985.3984375,54985.3984375,54985.3984375,54985.3984375,46889.078125,0
2002-09-20,47011.6015625,47011.6015625,47011.6015625,47011.6015625,40089.37890625,0
2002-10-03,43049.1015625,43049.1015625,43049.1015625,43049.1015625,36710.3359375,0
2002-12-02,44956.8984375,44956.8984375,44956.8984375,44956.8984375,38337.22265625,0
2002-12-19,46082.1015625,46082.1015625,46082.1015625,46082.1015625,39296.73828125,0
2002-12-25,43636.1015625,43636.1015625,43636.1015625,43636.1015625,37210.90234375,0
2002-12-31,41092.30078125,41092.30078125,41092.30078125,41092.30078125,35041.6640625,0
2003-01-01,41092.30078125,41092.30078125,41092.30078125,41092.30078125,35041.6640625,0
2003-01-31,39135.5,39135.5,39135.5,39135.5,33372.9921875,0
2003-05-01,33363.0,33363.0,33363.0,33363.0,28450.466796875,0
2003-05-05,31797.599609375,31797.599609375,31797.599609375,31797.599609375,27115.5625,0
2003-05-08,31944.400390625,31944.400390625,31944.400390625,31944.400390625,27240.744140625,0
2003-06-06,34683.8984375,34683.8984375,34683.8984375,34683.8984375,29576.869140625,0
2003-07-17,41141.19921875,41141.19921875,41141.19921875,41141.19921875,35083.36328125,0
2003-08-15,38010.3984375,38010.3984375,38010.3984375,38010.3984375,32413.560546875,0
2003-09-10,41777.19921875,41777.19921875,41777.19921875,41777.19921875,35625.71484375,0
2003-09-11,41777.19921875,41777.19921875,41777.19921875,41777.19921875,35625.71484375,0
2003-09-12,41777.19921875,41777.19921875,41777.19921875,41777.19921875,35625.71484375,0
2003-10-03,38842.0,38842.0,38842.0,38842.0,33122.70703125,0
2003-12-25,42168.5,42168.5,42168.5,42168.5,35959.3984375,0
2003-12-31,43685.0,43685.0,43685.0,43685.0,37252.59765625,0
2004-01-01,43685.0,43685.0,43685.0,43685.0,37252.59765625,0
2004-01-21,48234.5,48234.5,48234.5,48234.5,41132.20703125,0
2004-01-22,48234.5,48234.5,48234.5,48234.5,41132.20703125,0
2004-01-23,48234.5,48234.5,48234.5,48234.5,41132.20703125,0
2004-03-01,48038.8984375,48038.8984375,48038.8984375,48038.8984375,40965.4140625,0
2004-04-05,45641.80078125,45641.80078125,45641.80078125,45641.80078125,38921.2734375,0
2004-04-15,46767.0,46767.0,46767.0,46767.0,39880.79296875,0
2004-05-05,43587.19921875,43587.19921875,43587.19921875,43587.19921875,37169.19921875,0
2004-05-26,38939.8984375,38939.8984375,38939.8984375,38939.8984375,33206.1953125,0
2004-09-27,35711.19921875,35711.19921875,35711.19921875,35711.19921875,30452.90234375,0
2004-09-28,35711.19921875,35711.19921875,35711.19921875,35711.19921875,30452.90234375,0
2004-09-29,35711.19921875,35711.19921875,35711.19921875,35711.19921875,30452.90234375,0
2004-12-31,39624.69921875,39624.69921875,39624.69921875,39624.69921875,33790.15625,0
2005-02-08,43782.8984375,43782.8984375,43782.8984375,43782.8984375,37336.0859375,0
2005-02-09,43782.8984375,43782.8984375,43782.8984375,43782.8984375,37336.0859375,0
2005-02-10,43782.8984375,43782.8984375,43782.8984375,43782.8984375,37336.0859375,0
2005-03-01,45397.19921875,45397.19921875,45397.19921875,45397.19921875,38712.68359375,0
2005-04-05,45201.5,45201.5,45201.5,45201.5,38545.80859375,0
2005-05-05,42070.69921875,42070.69921875,42070.69921875,42070.69921875,35876.0,0
2005-06-06,44125.30078125,44125.30078125,44125.30078125,44125.30078125,37628.07421875,0
2005-08-15,54104.8984375,54104.8984375,54104.8984375,54104.8984375,46138.21875,0
2005-09-19,58507.6015625,58507.6015625,58507.6015625,58507.6015625,49892.6484375,0
2005-10-03,60170.8984375,60170.8984375,60170.8984375,60170.8984375,51311.03515625,0
2006-05-31,75825.1015625,75825.1015625,75825.1015625,75825.1015625,64660.234375,0
2007-03-01,82967.296875,82967.296875,82967.296875,82967.296875,70750.78125,0
2007-08-13,70444.0,70444.0,70444.0,70444.0,60071.47265625,0
2008-05-01,68389.3984375,68389.3984375,68389.3984375,68389.3984375,58319.40625,0
2008-05-05,69954.796875,69954.796875,69954.796875,69954.796875,59654.3046875,0
2008-05-12,63790.8984375,63790.8984375,63790.8984375,63790.8984375,54398.00390625,0
2008-06-06,62616.8984375,62616.8984375,62616.8984375,62616.8984375,53396.8671875,0
2008-08-15,58507.6015625,58507.6015625,58507.6015625,58507.6015625,49892.6484375,0
2008-09-15,58801.1015625,58801.1015625,58801.1015625,58801.1015625,50142.9375,0
2008-09-25,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-09-26,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-09-29,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-09-30,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-10-01,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-10-02,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-10-03,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-10-06,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-10-07,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-10-08,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-10-09,53322.19921875,53322.19921875,53322.19921875,53322.19921875,45470.7734375,0
2008-10-10,47109.3984375,47109.3984375,40065.0,45984.30078125,39213.33984375,13291017
2008-10-13,47109.3984375,50387.0,45544.0,49604.30078125,42300.3125,3246864
2008-10-14,52833.0,54789.80078125,50680.5,51463.19921875,43885.49609375,4044981
2008-10-15,49115.1015625,50191.30078125,48625.8984375,49897.80078125,42550.59765625,2914255
2008-10-16,44663.3984375,44956.8984375,42462.1015625,42462.1015625,36209.76953125,4028135
2008-10-17,42462.1015625,42804.5,36689.6015625,36885.19921875,31454.03515625,6205390
2008-10-20,38352.80078125,38939.8984375,36249.30078125,38206.1015625,32580.443359375,4989238
2008-10-21,39037.69921875,40113.8984375,38352.80078125,38352.80078125,32705.544921875,3893977
2008-10-22,37178.80078125,40113.8984375,35222.0,37668.0,32121.57421875,3717332
2008-10-23,34390.3984375,36591.69921875,34341.3984375,35809.0,30536.3046875,3004528
2008-10-24,35662.30078125,36347.1015625,32580.30078125,34292.5,29243.095703125,3806211
2008-10-27,36004.69921875,39135.5,34243.6015625,37668.0,32121.57421875,3898859
2008-10-28,37178.80078125,37472.30078125,35711.19921875,36787.3984375,31370.640625,5227043
2008-10-29,37961.5,38499.6015625,31308.400390625,31308.400390625,26698.39453125,6881475
2008-10-30,33265.19921875,35515.5,27590.599609375,34243.6015625,29201.404296875,12622622
2008-10-31,32335.69921875,35417.69921875,29987.599609375,29987.599609375,25572.072265625,9973146
2008-11-03,30330.0,33020.6015625,29889.80078125,32335.69921875,27574.427734375,7505926
2008-11-04,32776.0,35270.8984375,32678.19921875,35026.30078125,29868.8515625,6489988
2008-11-05,36249.30078125,37863.6015625,34977.3984375,35711.19921875,30452.90234375,6148141
2008-11-06,33363.0,33460.8984375,30427.900390625,30427.900390625,25947.544921875,4832609
2008-11-07,28862.5,32286.80078125,28764.599609375,31259.5,26656.693359375,4044017
2008-11-10,31357.30078125,33460.8984375,30868.19921875,32873.80078125,28033.296875,3203559
2008-11-12,31014.900390625,32189.0,30819.19921875,31406.30078125,26781.87890625,2129337
2008-11-13,29596.19921875,29791.900390625,27688.400390625,29645.19921875,25280.091796875,4077793
2008-11-14,31308.400390625,31455.19921875,30574.599609375,31063.80078125,26489.80859375,2545926
2008-11-17,30868.19921875,33607.6015625,29645.19921875,31699.80078125,27032.162109375,4085911
2008-11-18,30868.19921875,31210.599609375,29204.900390625,29449.5,25113.208984375,2755260
2008-11-19,29694.099609375,29791.900390625,28128.69921875,28226.5,24070.291015625,2402539
2008-11-20,26416.5,26807.80078125,24019.400390625,24019.400390625,20482.6640625,4439077
2008-11-21,22600.80078125,26563.19921875,21182.099609375,24753.19921875,21108.412109375,7023709
2008-11-24,24361.900390625,24704.30078125,21818.099609375,22307.30078125,19022.66015625,3948751
2008-11-25,23823.80078125,24655.400390625,22551.900390625,23481.30078125,20023.796875,4887977
2008-11-26,23774.80078125,27003.5,23774.80078125,27003.5,23027.369140625,6346207
2008-11-27,28471.099609375,30770.30078125,27688.400390625,29351.69921875,25029.80859375,5580622
2008-11-28,29840.80078125,30623.599609375,28764.599609375,29547.30078125,25196.607421875,3337986
2008-12-01,29694.099609375,29743.0,28226.5,28373.30078125,24195.474609375,1910574
2008-12-02,25829.5,28666.80078125,25829.5,27394.900390625,23361.138671875,3640899
2008-12-03,28422.19921875,28960.30078125,27590.599609375,28666.80078125,24445.755859375,2682462
2008-12-04,29694.099609375,30476.80078125,27786.19921875,28568.900390625,24362.2734375,2202921
2008-12-05,28373.30078125,29987.599609375,28324.30078125,29791.900390625,25405.189453125,2164272
