Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,19711.0,22197.900390625,19711.0,21491.69921875,21491.69921875,125886
2000-01-05,21184.69921875,22658.400390625,20447.80078125,21092.599609375,21092.599609375,203730
2000-01-06,21061.900390625,21307.5,19649.599609375,19711.0,19711.0,83055
2000-01-07,19035.5,21491.69921875,19035.5,20632.0,20632.0,140054
2000-01-10,21491.69921875,22044.30078125,20570.599609375,20785.5,20785.5,175230
2000-01-11,20877.599609375,21614.5,20693.400390625,20939.099609375,20939.099609375,111066
2000-01-12,20877.599609375,21123.30078125,20263.599609375,20447.80078125,20447.80078125,71656
2000-01-13,20447.80078125,20846.900390625,19956.599609375,20079.400390625,20079.400390625,66607
2000-01-14,20263.599609375,20877.599609375,19649.599609375,20079.400390625,20079.400390625,97549
2000-01-17,19465.30078125,20263.599609375,19465.30078125,20263.599609375,20263.599609375,78495
2000-01-18,20263.599609375,20509.19921875,19649.599609375,20232.900390625,20232.900390625,32408
2000-01-19,19711.0,20018.0,19035.5,19035.5,19035.5,51136
2000-01-20,18421.5,19004.80078125,17930.19921875,18728.5,18728.5,55045
2000-01-21,18728.5,19342.5,18022.30078125,18728.5,18728.5,93478
2000-01-24,18114.400390625,18851.30078125,18114.400390625,18114.400390625,18114.400390625,92501
2000-01-25,17500.400390625,18083.69921875,16886.30078125,17377.599609375,17377.599609375,197867
2000-01-26,17469.69921875,17746.0,17070.5,17561.80078125,17561.80078125,69376
2000-01-27,17623.19921875,19649.599609375,17561.80078125,18175.80078125,18175.80078125,161062
2000-01-28,18513.599609375,19096.900390625,18175.80078125,18974.099609375,18974.099609375,91035
2000-01-31,18421.5,18912.69921875,18298.599609375,18544.30078125,18544.30078125,53090
2000-02-01,19219.69921875,19588.099609375,18789.900390625,18851.30078125,18851.30078125,74098
2000-02-02,19219.69921875,19588.099609375,18882.0,19526.69921875,19526.69921875,63676
2000-02-03,19526.69921875,19895.19921875,19035.5,19649.599609375,19649.599609375,52927
2000-02-04,19649.599609375,19649.599609375,19649.599609375,19649.599609375,19649.599609375,0
2000-02-07,19649.599609375,19925.900390625,19096.900390625,19465.30078125,19465.30078125,75727
2000-02-08,19465.30078125,20263.599609375,19096.900390625,19158.30078125,19158.30078125,63513
2000-02-09,19342.5,19956.599609375,19035.5,19311.80078125,19311.80078125,139728
2000-02-10,19035.5,19342.5,18329.30078125,18820.599609375,18820.599609375,96572
