Datetime,Open,High,Low,Close,Adj Close,Volume
2020-02-18 09:00:00+09:00,218500.0,218500.0,216500.0,218000.0,218000.0,0
2020-02-18 09:05:00+09:00,218000.0,218000.0,217000.0,217500.0,217500.0,8985
2020-02-18 09:10:00+09:00,217500.0,218000.0,217000.0,217500.0,217500.0,1358
2020-02-18 09:15:00+09:00,217500.0,218000.0,217500.0,217500.0,217500.0,675
2020-02-18 09:20:00+09:00,217500.0,218500.0,217000.0,218000.0,218000.0,21961
2020-02-18 09:25:00+09:00,218000.0,218500.0,218000.0,218500.0,218500.0,2195
2020-02-18 09:30:00+09:00,218500.0,219000.0,218000.0,219000.0,219000.0,4651
2020-02-18 09:35:00+09:00,219000.0,219000.0,218000.0,218500.0,218500.0,3800
2020-02-18 09:40:00+09:00,218500.0,218500.0,218000.0,218000.0,218000.0,992
2020-02-18 09:45:00+09:00,217500.0,218000.0,217000.0,217500.0,217500.0,4484
2020-02-18 09:50:00+09:00,217500.0,218500.0,217500.0,218000.0,218000.0,3391
2020-02-18 09:55:00+09:00,218000.0,218000.0,217500.0,217500.0,217500.0,4039
2020-02-18 10:00:00+09:00,218000.0,218000.0,217000.0,217500.0,217500.0,920
2020-02-18 10:05:00+09:00,217500.0,217500.0,217000.0,217500.0,217500.0,952
2020-02-18 10:10:00+09:00,217000.0,217500.0,217000.0,217500.0,217500.0,742
2020-02-18 10:15:00+09:00,217000.0,217500.0,217000.0,217000.0,217000.0,682
2020-02-18 10:20:00+09:00,217000.0,217500.0,217000.0,217500.0,217500.0,2263
2020-02-18 10:25:00+09:00,217500.0,218000.0,217000.0,218000.0,218000.0,2948
2020-02-18 10:30:00+09:00,218000.0,218000.0,217000.0,217500.0,217500.0,2238
2020-02-18 10:35:00+09:00,217500.0,217500.0,217000.0,217500.0,217500.0,1113
2020-02-18 10:40:00+09:00,217500.0,217500.0,217000.0,217500.0,217500.0,1222
2020-02-18 10:45:00+09:00,217500.0,218000.0,217000.0,217500.0,217500.0,4202
2020-02-18 10:50:00+09:00,218000.0,218000.0,217500.0,217500.0,217500.0,692
2020-02-18 10:55:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,1056
2020-02-18 11:00:00+09:00,217500.0,218000.0,217500.0,218000.0,218000.0,763
2020-02-18 11:05:00+09:00,217500.0,218000.0,217500.0,218000.0,218000.0,843
2020-02-18 11:10:00+09:00,218000.0,218000.0,217500.0,217500.0,217500.0,755
2020-02-18 11:15:00+09:00,217500.0,218000.0,217500.0,217500.0,217500.0,937
2020-02-18 11:20:00+09:00,218000.0,218000.0,217500.0,217500.0,217500.0,1008
2020-02-18 11:25:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,845
2020-02-18 11:30:00+09:00,218000.0,218000.0,217500.0,217500.0,217500.0,855
2020-02-18 11:35:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,754
2020-02-18 11:40:00+09:00,217500.0,218000.0,217500.0,217500.0,217500.0,753
2020-02-18 11:45:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,772
2020-02-18 11:50:00+09:00,217500.0,218000.0,217500.0,218000.0,218000.0,1632
2020-02-18 11:55:00+09:00,218000.0,218000.0,217500.0,217500.0,217500.0,712
2020-02-18 12:00:00+09:00,217500.0,218000.0,217500.0,218000.0,218000.0,1803
2020-02-18 12:05:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,754
2020-02-18 12:10:00+09:00,217500.0,218000.0,217500.0,218000.0,218000.0,2460
2020-02-18 12:15:00+09:00,218000.0,218000.0,217500.0,217500.0,217500.0,818
2020-02-18 12:20:00+09:00,218000.0,218000.0,217500.0,217500.0,217500.0,931
2020-02-18 12:25:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,1016
2020-02-18 12:30:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,1409
2020-02-18 12:35:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,660
2020-02-18 12:40:00+09:00,217500.0,218000.0,217500.0,217500.0,217500.0,1081
2020-02-18 12:45:00+09:00,217500.0,218000.0,217500.0,218000.0,218000.0,1447
2020-02-18 12:50:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,872
2020-02-18 12:55:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,832
2020-02-18 13:00:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,773
2020-02-18 13:05:00+09:00,217500.0,218000.0,217500.0,218000.0,218000.0,1019
2020-02-18 13:10:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,849
2020-02-18 13:15:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,796
2020-02-18 13:20:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,2831
2020-02-18 13:25:00+09:00,217500.0,218000.0,217500.0,218000.0,218000.0,827
2020-02-18 13:30:00+09:00,218000.0,218500.0,217500.0,218500.0,218500.0,4735
2020-02-18 13:35:00+09:00,218000.0,218500.0,218000.0,218500.0,218500.0,1276
2020-02-18 13:40:00+09:00,218500.0,218500.0,218000.0,218000.0,218000.0,1610
2020-02-18 13:45:00+09:00,218500.0,218500.0,218000.0,218500.0,218500.0,1742
2020-02-18 13:50:00+09:00,218500.0,218500.0,218000.0,218000.0,218000.0,1216
2020-02-18 13:55:00+09:00,218500.0,218500.0,218000.0,218500.0,218500.0,2144
2020-02-18 14:00:00+09:00,218500.0,218500.0,218000.0,218500.0,218500.0,1594
2020-02-18 14:05:00+09:00,218000.0,218500.0,217500.0,218000.0,218000.0,15802
2020-02-18 14:10:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,1758
2020-02-18 14:15:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,2446
2020-02-18 14:20:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,2056
2020-02-18 14:25:00+09:00,218000.0,218000.0,217500.0,217500.0,217500.0,1872
2020-02-18 14:30:00+09:00,217500.0,218000.0,217500.0,217500.0,217500.0,2798
2020-02-18 14:35:00+09:00,217500.0,218000.0,217500.0,217500.0,217500.0,1636
2020-02-18 14:40:00+09:00,218000.0,218000.0,217500.0,218000.0,218000.0,2044
2020-02-18 14:45:00+09:00,217500.0,218000.0,217500.0,217500.0,217500.0,3474
2020-02-18 14:50:00+09:00,217500.0,218000.0,217500.0,217500.0,217500.0,1826
2020-02-18 14:55:00+09:00,217500.0,218000.0,217500.0,217500.0,217500.0,2500
2020-02-19 09:00:00+09:00,219000.0,220000.0,218000.0,218000.0,218000.0,0
2020-02-19 09:05:00+09:00,218000.0,218500.0,218000.0,218000.0,218000.0,1514
2020-02-19 09:10:00+09:00,218000.0,218500.0,218000.0,218500.0,218500.0,1196
2020-02-19 09:15:00+09:00,218500.0,219000.0,218000.0,218500.0,218500.0,8580
2020-02-19 09:20:00+09:00,218000.0,218500.0,218000.0,218000.0,218000.0,730
2020-02-19 09:25:00+09:00,218000.0,218500.0,218000.0,218000.0,218000.0,919
2020-02-19 09:30:00+09:00,218000.0,218500.0,217500.0,218000.0,218000.0,7120
2020-02-19 09:35:00+09:00,218000.0,218500.0,218000.0,218000.0,218000.0,1221
2020-02-19 09:40:00+09:00,218500.0,218500.0,218000.0,218000.0,218000.0,563
2020-02-19 09:45:00+09:00,218000.0,218500.0,218000.0,218500.0,218500.0,438
2020-02-19 09:50:00+09:00,218500.0,218500.0,217500.0,218000.0,218000.0,1643
2020-02-19 09:55:00+09:00,217500.0,218000.0,217000.0,217000.0,217000.0,4347
