date,close,diff,open,high,low,volume,kdj_k,kdj_d,kdj_j,MA5,MA10
2018-07-02,150200.0,-2400.0,153000.0,153000.0,149000.0,539590.0,64.1025641025641,78.29463481333488,82.93375940136336,149400.0,145640.0
2018-07-03,149400.0,-800.0,151800.0,152600.0,148600.0,431525.0,53.846153846153854,66.07039432974436,74.50207686555386,149880.0,146820.0
2018-07-04,153600.0,4200.0,153800.0,155800.0,152000.0,899695.0,79.24528301886792,72.65783867430612,73.57995776992998,151040.0,148400.0
2018-07-05,153000.0,-600.0,151200.0,153800.0,151200.0,286595.0,61.111111111111114,66.88447489270861,70.23221633131931,151760.0,149720.0
2018-07-06,149800.0,-3200.0,151000.0,151600.0,149200.0,409335.0,16.666666666666664,41.77557077968764,56.003893555503474,151200.0,150240.0
2018-07-09,151000.0,1200.0,149800.0,155800.0,149600.0,471880.0,33.33333333333333,37.55445205651049,46.779172806006976,151360.0,150380.0
2018-07-10,152000.0,1000.0,151400.0,153600.0,151200.0,375645.0,42.42424242424242,39.98934724037645,43.38426002319172,151880.0,150880.0
2018-07-11,153800.0,1800.0,152600.0,154200.0,151400.0,434425.0,69.6969696969697,54.843158468673074,49.1137092459324,151920.0,151480.0
2018-07-12,156400.0,2600.0,155000.0,156400.0,152800.0,479835.0,100.0,77.42157923433655,63.267644240134466,152600.0,152180.0
2018-07-13,154200.0,-2200.0,156000.0,156400.0,153000.0,379850.0,67.64705882352942,72.53431902893298,67.90098163453374,153480.0,152340.0
2018-07-16,154200.0,0.0,154200.0,154600.0,153400.0,288625.0,57.69230769230769,65.11331336062035,66.50714749757704,154120.0,152740.0
2018-07-17,151800.0,-2400.0,153800.0,153800.0,151000.0,264885.0,14.814814814814813,39.964064087717574,53.2356057926473,154080.0,152980.0
2018-07-18,152800.0,1000.0,152400.0,154200.0,151800.0,158810.0,33.33333333333333,36.64869871052546,44.94215225158638,153880.0,152900.0
2018-07-19,153000.0,200.0,154400.0,156000.0,152600.0,252110.0,37.03703703703704,36.84286787378125,40.89251006268381,153200.0,152900.0
2018-07-20,154000.0,1000.0,153000.0,154400.0,151000.0,252245.0,60.0,48.42143393689062,44.65697199978722,153160.0,153320.0
2018-07-23,154800.0,800.0,154200.0,155400.0,153000.0,407150.0,76.0,62.21071696844531,53.43384448411626,153280.0,153700.0
2018-07-24,149000.0,-5800.0,155000.0,155200.0,148400.0,422515.0,7.894736842105262,35.052726905275286,44.24328569469578,152720.0,153400.0
2018-07-25,149200.0,200.0,151800.0,151800.0,148400.0,472905.0,10.526315789473683,22.78952134737448,33.51640352103513,152000.0,152940.0
2018-07-26,150200.0,1000.0,150400.0,152200.0,143200.0,1121260.0,57.377049180327866,40.083285263851174,36.79984439244315,151440.0,152320.0
2018-07-27,150200.0,0.0,147000.0,150200.0,146600.0,569095.0,57.377049180327866,48.73016722208952,42.765005807266334,150680.0,151920.0
2018-07-30,146000.0,-4200.0,149400.0,149600.0,145200.0,543330.0,23.33333333333333,36.03175027771142,39.398378042488886,148920.0,151100.0
2018-07-31,143200.0,-2800.0,145200.0,145600.0,142400.0,618420.0,8.16326530612245,22.097507791916932,30.747942917202906,147760.0,150240.0
2018-08-01,145600.0,2400.0,143600.0,145600.0,143000.0,514795.0,32.6530612244898,27.375284508203364,29.061613712703128,147040.0,149520.0
2018-08-02,145600.0,0.0,145600.0,147600.0,144200.0,404885.0,41.02564102564102,34.20046276692219,31.631038239812664,146120.0,148780.0
2018-08-03,146200.0,600.0,144600.0,146200.0,144200.0,534385.0,52.77777777777778,43.48912027235,37.560079256081316,145320.0,148000.0
2018-08-06,147000.0,800.0,146600.0,149600.0,146200.0,303035.0,63.88888888888889,53.68900458061944,45.62454191835038,145520.0,147220.0
2018-08-07,148800.0,1800.0,148400.0,150800.0,147200.0,324185.0,74.35897435897436,64.0239894697969,54.824265694073645,146640.0,147200.0
2018-08-08,150000.0,1200.0,148400.0,151200.0,148400.0,312410.0,82.85714285714286,73.44056616346988,64.13241592877175,147520.0,147280.0
2018-08-09,155800.0,5800.0,150600.0,155800.0,149000.0,665170.0,100.0,86.72028308173496,75.42634950525336,149560.0,147840.0
2018-08-10,154200.0,-1600.0,155400.0,156400.0,154000.0,345420.0,78.43137254901961,82.57582781537728,79.00108866031532,151160.0,148240.0
2018-08-13,151000.0,-3200.0,153400.0,153400.0,150000.0,418340.0,41.30434782608695,61.94008782073212,70.4705882405237,151960.0,148740.0
2018-08-14,151400.0,400.0,152000.0,153400.0,150800.0,308015.0,37.5,49.72004391036606,60.09531607544489,152480.0,149560.0
2018-08-16,150000.0,-1400.0,150000.0,152600.0,149000.0,570495.0,13.513513513513516,31.616778711939787,45.85604739369234,152480.0,150000.0
2018-08-17,151000.0,1000.0,150800.0,153600.0,149600.0,193900.0,27.02702702702703,29.32190286948341,37.588975131587866,151520.0,150540.0
