date,close,diff,open,high,low,volume,kdj_k,kdj_d,kdj_j,macd,macds,macdo,cci,sma5,sma10,sma20,ema5,ema10,ema20,wma5,wma10,wma20,D,U,rsi
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,9.297728825107304,13.205899931644248,378.24554670610814,249.65818209235093,128.58736461375722,-154.76190476190476,225000.0,224550.0,224025.0,224912.20869637653,224632.28905473542,224271.11520562027,225000.0,224836.36363636365,224350.0,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,7.98219774588579,10.594048838762642,384.3441699525574,276.5989607081087,107.74520924444874,-129.03225806451616,225000.0,224700.0,224100.0,224941.4724668976,224699.1674315487,224341.82355755143,225000.0,224918.18181818182,224442.85714285713,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,7.3244322062759295,8.959240522518543,384.7089030726638,298.22324866973554,86.48565440292828,-108.64197530864197,225000.0,224850.0,224175.0,224960.98164577465,224753.87888128907,224405.5596984376,225000.0,224972.72727272726,224528.57142857142,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.995549436471223,7.97739497949466,380.5833901264705,314.69667836549456,65.88671176097591,-91.95402298850574,225000.0,225000.0,224250.0,224973.98776437255,224798.63796089165,224463.03187326004,225000.0,225000.0,224607.14285714287,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.8311080515689255,7.404251515531728,372.9917700449005,326.3564902270514,46.635279817849096,-77.92207792207793,225000.0,225000.0,224325.0,224982.658509814,224835.2557906352,224514.87257873252,225000.0,225000.0,224678.57142857142,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.748887359117791,7.076569437324741,362.7748910985829,333.6405669842184,29.13432411436446,-65.84362139917695,225000.0,225000.0,224400.0,224988.43900664596,224865.21366757763,224561.64735515794,225000.0,225000.0,224742.85714285713,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.707777012892229,6.89217322510848,350.62067356999614,337.03673622540697,13.583937344589174,-55.22682445759369,225000.0,225000.0,224475.0,224992.29267114316,224889.72320826421,224603.86243530814,225000.0,225000.0,224800.0,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.687221839779448,6.789697532443962,337.0895703059505,337.0473034097283,0.04226689622220192,-45.714285714285715,225000.0,225000.0,224550.0,224994.86178078255,224909.77549855184,224641.97141987082,225000.0,225000.0,224850.0,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.6769442532230565,6.733320892833509,322.63591668734443,334.16494571684586,-11.52902902950143,-37.03703703703704,225000.0,225000.0,224625.0,224996.57452053076,224926.18126839874,224676.38112042466,225000.0,225000.0,224892.85714285713,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.671805459944863,6.702563176389186,307.6258310970443,328.8570044218392,-21.231173324794895,-28.985507246376812,225000.0,225000.0,224700.0,224997.71634702454,224939.6037362489,224707.45668769244,225000.0,225000.0,224928.57142857142,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.669236063305765,6.685899619847475,292.35221895578434,321.5559170728773,-29.203698117092983,-21.390374331550802,225000.0,225000.0,224775.0,224998.47756468484,224950.58546437963,224735.52612387843,225000.0,225000.0,224957.14285714287,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.667951364986217,6.676925492416847,277.04734369850485,312.65407534667213,-35.60673164816728,-14.109347442680777,225000.0,225000.0,224850.0,224998.98504312403,224959.57031986094,224760.88426236526,225000.0,225000.0,224978.57142857142,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.667309015826441,6.672117254121644,261.8933533714153,302.5018150332999,-40.60846166188463,-7.017543859649122,225000.0,225000.0,224925.0,224999.32336208306,224966.92143485023,224783.79628524993,225000.0,225000.0,224992.85714285713,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.666987841246554,6.669552547684099,247.0310891943227,291.407568526383,-44.376479332060285,0.0,225000.0,225000.0,225000.0,224999.54890805556,224972.93589618438,224804.50083861419,225000.0,225000.0,225000.0,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.666827253956611,6.668189900820355,232.5674503063492,279.6394588868187,-47.072008580469515,0.0,225000.0,225000.0,225000.0,224999.6992720371,224977.85676065923,224823.21279662562,225000.0,225000.0,225000.0,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.666746960311638,6.667468430565997,218.58154525374994,267.42780477079503,-48.8462595170451,0.0,225000.0,225000.0,225000.0,224999.79951469143,224981.8828833853,224840.12571822628,225000.0,225000.0,225000.0,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.666706813489153,6.667087622027575,205.1298241611221,254.96815037748348,-49.838326216361395,0.0,225000.0,225000.0,225000.0,224999.86634312765,224985.1769576121,224855.4140340132,225000.0,225000.0,225000.0,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.66668674007791,6.666887181052743,192.25035477880738,242.42454432654628,-50.174189547738905,0.0,225000.0,225000.0,225000.0,224999.91089541843,224987.87209172337,224869.2349957396,225000.0,225000.0,225000.0,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.666676703372289,6.666781942212516,179.96637975805788,229.9328740233388,-49.966494265280915,0.0,225000.0,225000.0,225000.0,224999.94059694564,224990.07718971666,224881.73041649538,225000.0,225000.0,225000.0,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.6666716850194785,6.666726813615997,168.28927076872787,217.60412385092496,-49.31485308219709,0.0,225000.0,225000.0,225000.0,224999.96039796376,224991.8813529471,224893.02822591827,225000.0,225000.0,225000.0,0.0,0.0,0.0
2011-06-13,225000,0.0,232000,246000,223500,462091,6.666666666666667,6.666669175843072,6.666697994729535,157.22097678022692,205.52747130251512,-48.306494522288205,0.0,225000.0,225000.0,225000.0,224999.97359864248,224993.35748124096,224903.24386163458,225000.0,225000.0,225000.0,0.0,0.0,0.0
