date,close,diff,open,high,low,volume,kdj_k,kdj_d,kdj_j,MA5,MA10
2018-07-02,45550.0,-1100.0,46500.0,47150.0,45500.0,13112253,1.6666666666666667,27.96885594230104,35.77333876428553,46790.0,46890.0
2018-07-03,46150.0,600.0,45750.0,46450.0,45750.0,10959655,21.66666666666667,25.868126183756253,30.82073247402089,46620.0,46805.0
2018-07-04,46250.0,100.0,46700.0,47050.0,46050.0,8776763,45.45454545454545,32.396932607352646,31.60883254068677,46280.0,46730.0
2018-07-05,45950.0,-300.0,46100.0,46550.0,45600.0,7039773,27.27272727272727,30.688864162477522,31.148848351582146,46110.0,46620.0
2018-07-06,44900.0,-1050.0,45500.0,45850.0,44650.0,17843706,10.0,23.792576108318343,27.470712229950248,45760.0,46385.0
2018-07-09,45600.0,700.0,45500.0,46100.0,45200.0,11602464,39.58333333333333,29.056161849990005,28.263437039970125,45770.0,46280.0
2018-07-10,46300.0,700.0,46200.0,46550.0,46100.0,10528665,68.75,42.287441233326675,35.275439136648394,45800.0,46210.0
2018-07-11,46000.0,-300.0,46400.0,46450.0,45400.0,11224077,71.05263157894737,51.875838015200245,43.57563857592432,45750.0,46015.0
2018-07-12,45500.0,-500.0,45900.0,46250.0,45450.0,11828104,44.73684210526316,49.49617271188789,46.5359056439061,45660.0,45885.0
2018-07-13,46500.0,1000.0,45800.0,46500.0,45750.0,11543389,96.29629629629628,65.09621390669068,55.81605977529839,45980.0,45870.0
2018-07-16,46050.0,-450.0,46800.0,46800.0,46000.0,7678719,46.42857142857143,58.87366641398427,57.34486309464133,46070.0,45920.0
2018-07-17,45850.0,-200.0,46150.0,46200.0,45600.0,8892953,32.142857142857146,49.96339665694189,53.654129875791604,45980.0,45890.0
2018-07-18,46550.0,700.0,46700.0,47200.0,46450.0,10952645,62.85714285714285,54.261312057008865,53.95772096640025,46090.0,45920.0
2018-07-19,46900.0,350.0,47050.0,47200.0,46600.0,9880128,81.25,63.25754137133926,58.607631168869744,46370.0,46015.0
2018-07-20,47450.0,550.0,47000.0,47600.0,46700.0,10474547,92.5,73.00502758089283,65.80632937488129,46560.0,46270.0
2018-07-23,46500.0,-950.0,47100.0,47200.0,46150.0,10823782,45.0,63.670018387261884,64.7381738810716,46650.0,46360.0
2018-07-24,46150.0,-350.0,46350.0,46600.0,45950.0,8261363,12.12121212121212,46.487082965245285,55.612628423158434,46710.0,46345.0
2018-07-25,46150.0,0.0,46250.0,46550.0,45900.0,7222471,14.705882352941178,35.89334942781059,45.75298892548452,46630.0,46360.0
2018-07-26,46900.0,750.0,46100.0,47000.0,46000.0,7374946,58.82352941176471,43.536742755795295,44.64486584063991,46630.0,46500.0
2018-07-27,46900.0,0.0,46450.0,47000.0,46450.0,4762460,76.92307692307693,54.665520811555844,49.65519332609787,46520.0,46540.0
2018-07-30,46500.0,-400.0,46550.0,46800.0,46350.0,5723035,54.54545454545454,54.625498722855404,52.14034602447664,46520.0,46585.0
2018-07-31,46250.0,-250.0,46200.0,46450.0,46000.0,8033607,31.818181818181817,47.02305975463088,49.58170288955375,46540.0,46625.0
2018-08-01,46550.0,300.0,46050.0,46850.0,46050.0,7484499,55.00000000000001,49.68203983642057,49.63187136298718,46620.0,46625.0
2018-08-02,45550.0,-1000.0,46550.0,46800.0,45500.0,8560924,3.333333333333333,34.23247100205817,41.932171182522666,46350.0,46490.0
2018-08-03,45750.0,200.0,45850.0,45900.0,45450.0,8274944,21.428571428571427,29.96450447756259,35.948337830042625,46120.0,46320.0
2018-08-06,45800.0,50.0,46150.0,46150.0,45750.0,6771979,25.0,28.30966965170839,32.129003740875504,45980.0,46250.0
2018-08-07,46700.0,900.0,46300.0,46750.0,45900.0,9058174,89.2857142857143,48.63501786304369,40.3820108019596,46070.0,46305.0
2018-08-08,46800.0,100.0,47000.0,47000.0,46550.0,6429338,87.09677419354837,61.45560330654525,50.918807054252426,46120.0,46370.0
2018-08-09,46900.0,100.0,47000.0,47050.0,46450.0,12010886,90.625,71.17873553769681,61.04877129597464,46390.0,46370.0
2018-08-10,45400.0,-1500.0,46150.0,46400.0,44850.0,16670643,25.0,55.78582369179789,58.41729749388625,46320.0,46220.0
2018-08-13,45050.0,-350.0,44950.0,45100.0,44650.0,9803831,16.666666666666664,42.74610468342081,50.58170108865354,46170.0,46075.0
2018-08-14,45150.0,100.0,44850.0,45400.0,44850.0,6409259,20.833333333333336,35.441847566724995,43.01177432768926,45860.0,45965.0
2018-08-16,44250.0,-900.0,43800.0,44650.0,43700.0,10088229,16.417910447761194,29.100535193737056,36.056154760713156,45350.0,45735.0
2018-08-17,44100.0,-150.0,44050.0,44400.0,44050.0,6808747,14.814814814814813,24.338628400762968,30.197391580738067,44790.0,45590.0
2018-08-20,43850.0,-250.0,43500.0,44200.0,43500.0,7289124,18.421052631578945,22.3661031443683,26.281747362553183,44480.0,45400.0
2018-08-21,44800.0,950.0,43700.0,44900.0,43700.0,9520270,68.42105263157895,37.71775297343852,31.999750167995852,44430.0,45300.0
2018-08-22,46100.0,1300.0,45150.0,46200.0,44900.0,11641656,96.29629629629628,57.24393408105778,44.621842124526815,44620.0,45240.0
2018-08-23,46200.0,100.0,46150.0,46200.0,45700.0,6730918,100.0,71.49595605403852,58.058899089282654,45010.0,45180.0
2018-08-24,46150.0,-50.0,45900.0,46400.0,45550.0,6582535,91.3793103448276,78.12374081763488,68.09131995345875,45420.0,45105.0
2018-08-27,46300.0,150.0,46100.0,46550.0,46000.0,5263782,91.22807017543859,82.49185060356945,75.29158527851409,45910.0,45195.0
2018-08-28,46550.0,250.0,46800.0,46950.0,46300.0,7365976,80.4878048780488,81.82383536172922,78.55771032012166,46260.0,45345.0
2018-08-29,46800.0,250.0,46750.0,46800.0,46400.0,5572374,89.2857142857143,84.31112833639092,81.4344193282563,46400.0,45510.0
2018-08-30,47650.0,850.0,46950.0,47950.0,46700.0,12193231,87.5,85.37408555759396,83.40425244292513,46690.0,45850.0
2018-08-31,48450.0,800.0,47100.0,48450.0,47000.0,13577454,100.0,90.24939037172929,86.82682140732722,47150.0,46285.0
2018-09-03,47450.0,-1000.0,48200.0,48300.0,47300.0,8595084,53.48837209302325,77.99571761216063,82.41126950974392,47380.0,46645.0
2018-09-04,47650.0,200.0,47550.0,47800.0,47200.0,6791255,60.97560975609756,72.32234832680626,77.36680891827508,47600.0,46930.0
2018-09-05,46600.0,-1050.0,47300.0,47450.0,46400.0,9139998,9.75609756097561,51.466931404862706,64.41687016156891,47560.0,46980.0
2018-09-06,46100.0,-500.0,46200.0,46400.0,45800.0,9040553,11.320754716981131,38.08487250890219,51.25087133523554,47250.0,46970.0
2018-09-07,44900.0,-1200.0,44500.0,45200.0,44400.0,18285508,12.82051282051282,29.66341927943907,40.457145307337306,46540.0,46845.0
2018-09-10,45500.0,600.0,45450.0,45550.0,45000.0,9979838,32.35294117647059,30.55992657844957,35.50853594289344,46150.0,46765.0
2018-09-11,45050.0,-450.0,45550.0,45900.0,45050.0,9865790,21.311475409836067,27.47710952224507,31.492822732569252,45630.0,46615.0
2018-09-12,44550.0,-500.0,44900.0,45100.0,44500.0,12995269,7.5,20.818073014830045,26.15544787369965,45220.0,46390.0
2018-09-13,44050.0,-500.0,44550.0,44750.0,44000.0,18277942,2.631578947368421,14.755908325676167,20.45567809968791,44810.0,46030.0
2018-09-14,45850.0,1800.0,45000.0,45850.0,44900.0,12446344,97.36842105263158,42.29341256799464,31.374545333841272,45000.0,45770.0
2018-09-17,45150.0,-700.0,45550.0,45800.0,44900.0,8123384,60.526315789473685,48.37104697515432,39.87279615449779,44930.0,45540.0
2018-09-18,45500.0,350.0,44950.0,45900.0,44700.0,9987090,78.94736842105263,58.5631541237871,49.21797513914245,45020.0,45325.0
