date,close,diff,open,high,low,volume,kdj_k,kdj_d,kdj_j,macd,macds,macdo,cci,sma5,sma10,sma20,ema5,ema10,ema20,wma5,wma10,wma20,D,U,rsi
2010-04-30,27400,450.0,27400,27600,27050,5179462,91.66666666666666,82.1336649876517,73.44115726600754,410.05163970549984,330.1089686875067,79.94267101799312,90.43478260869524,26600.0,26235.0,26137.5,26759.817979976437,26422.90228258147,26073.625768416943,26813.333333333332,26530.909090909092,26183.333333333332,0.0,450.0,1.5500000000000003
2010-05-03,27800,400.0,27400,27950,27200,4903192,94.54545454545455,88.33955976655878,80.89035851628994,490.026696352179,362.0967661280293,127.9299302241497,117.21107175652554,26890.0,26520.0,26187.5,27106.545351341523,26673.36548265819,26241.09952788199,27213.333333333332,26815.454545454544,26341.666666666668,0.0,400.0,1.392857142857143
2010-05-04,28950,1150.0,28150,29050,28100,6928394,97.40259740259741,92.87107858458015,86.88071855043776,635.1424389813255,416.71170835550424,218.4307306258213,191.5155090203011,27510.0,26880.0,26315.0,27721.030271276097,27087.409665486954,26503.422593556206,27900.0,27257.272727272728,26604.761904761905,0.0,1150.0,1.1923076923076923
2010-05-06,29050,100.0,28450,29700,28450,9764295,80.88235294117648,86.87671576287696,86.87871715665736,749.1531971440236,483.20566279325857,265.947534350765,201.78340737939916,28030.0,27160.0,26450.0,28164.02019865651,27444.32230049278,26749.632922023586,28413.333333333332,27651.81818181818,26865.238095238095,0.0,100.0,1.0
2010-05-07,28950,-100.0,28300,29300,27800,9047605,71.69811320754717,79.2874144852112,83.08306582093385,822.1225596371514,550.9936555737636,271.12890406338784,163.45374009607534,28430.0,27415.0,26552.5,28426.01347279147,27718.130858914978,26962.063746015305,28720.0,27977.272727272728,27103.333333333332,-100.0,0.0,1.04
2010-05-10,29300,350.0,29000,29950,29000,5655336,76.36363636363637,77.8255254244237,80.45429562267863,896.8862272995466,620.1759365605718,276.7102907389748,200.70332959221858,28810.0,27705.0,26667.5,28717.342320398686,28005.785528237764,27187.481730616757,29010.0,28320.0,27365.0,0.0,350.0,1.0425531914893618
2010-05-11,29800,500.0,29750,30150,29450,5608668,85.1063829787234,81.46595420157367,80.96012491212616,983.8894253677099,692.9218028513518,290.9676225163581,188.71469206853234,29210.0,28050.0,26905.0,29078.228217897096,28332.0454078988,27439.077493602625,29340.0,28700.909090909092,27663.333333333332,0.0,500.0,1.0416666666666667
2010-05-12,30300,500.0,30250,30950,29900,6137852,79.36507936507937,80.4155167833265,80.68782084772633,1079.5734107096287,770.2548190853361,309.3185916242926,185.3956742558955,29480.0,28495.0,27117.5,29485.48548183155,28689.890391712295,27714.302216903307,29703.333333333332,29110.0,27986.666666666668,0.0,500.0,1.04
2010-05-13,31150,850.0,30700,31250,30450,5727032,97.10144927536231,88.75848302934446,84.72315193853541,1208.2723116603775,857.8607596975437,350.41155196283376,178.17271845156057,29900.0,28965.0,27390.0,30040.323657491186,29137.218904299843,28044.503040165157,30260.0,29592.727272727272,28370.714285714286,0.0,850.0,1.0454545454545454
2010-05-14,31900,750.0,31400,32050,30900,5365017,95.08196721311475,91.92022512122962,88.32168852988252,1353.692928718894,957.0294050365052,396.6635236823889,172.11381894403556,30490.0,29460.0,27725.0,30660.215773848227,29639.575685968237,28414.72790245785,30926.666666666668,30126.363636363636,28800.238095238095,0.0,750.0,1.0350877192982457
2010-05-17,31700,-200.0,31400,32400,31050,5890762,76.27118644067797,84.0957057809538,86.20869715541816,1436.4907203211442,1052.9233788990948,383.56734142204937,147.31879787860984,30970.0,29890.0,28062.5,31006.810516714184,30014.218391417544,28729.948697519787,31330.0,30533.636363636364,29178.809523809523,-200.0,0.0,1.0727272727272728
2010-05-18,29250,-2450.0,31900,31900,29000,10670967,7.352941176470589,45.72432347871216,65.96651031706514,1293.3397738595886,1101.0073441684783,192.3324296911103,69.66124079112748,30860.0,30035.0,28277.5,30421.20701022437,29875.263492482973,28779.81196999845,30756.666666666668,30417.272727272728,29291.904761904763,-2450.0,0.0,-51.99999999999976
2010-05-19,29900,650.0,28800,30250,28050,11514974,42.5287356321839,44.12652955544803,55.04651993625658,1217.3376771086478,1124.2736764110643,93.06400069758342,36.47511741506482,30780.0,30130.0,28505.0,30247.471339967928,29879.761200863686,28887.148166404528,30436.666666666668,30392.727272727272,29446.428571428572,0.0,650.0,27.50000000000006
2010-05-20,29750,-150.0,30000,30900,28850,8084236,39.08045977011494,41.60349466278148,48.32500729951903,1132.1344858025295,1125.8458526502206,6.288633152308876,44.32453854009438,30500.0,30200.0,28680.0,30081.64755986303,29856.167561848986,28969.77839250763,30093.333333333332,30323.636363636364,29565.0,-150.0,0.0,-4.09090909090909
2010-05-24,29100,-650.0,29700,30150,29100,4989392,24.137931034482758,32.870712848632124,40.59786007407558,1001.4247165326815,1100.9614435836897,-99.53672705100826,24.090929674409704,29940.0,30215.0,28815.0,29754.4317064233,29718.67924457605,28982.242390993888,29626.666666666668,30123.636363636364,29605.0,-650.0,0.0,-0.6829268292682927
2010-05-25,28000,-1100.0,28700,28750,26700,11678192,25.0,28.93535642431606,34.76660824919581,801.1284470768078,1040.9944937151317,-239.86604663832395,-36.99979891413698,29200.0,30085.0,28895.0,29169.621137434366,29406.18596123625,28888.272984641782,28980.0,29720.909090909092,29527.380952380954,-1100.0,0.0,-0.16666666666666666
2010-05-26,30300,2300.0,28500,30300,28200,7890243,85.71428571428571,57.32482106930088,46.04571465924835,816.0873526778196,996.0128551373064,-179.92550245948678,20.783834795159077,29410.0,30135.0,29092.5,29546.414091700728,29568.700220612114,29023.272361503703,29346.666666666668,29760.0,29661.190476190477,0.0,2300.0,-2.107142857142857
2010-05-27,30650,350.0,29700,30750,29600,6011592,94.04761904761905,75.68622005845997,60.86596735885416,846.0580943084933,966.0217907616501,-119.96369645315679,37.99662028547785,29560.0,30170.0,29332.5,29914.276061184464,29765.302769782535,29178.771135381878,29760.0,29853.636363636364,29809.52380952381,0.0,350.0,2.357142857142857
2010-05-28,31050,400.0,31400,31500,30650,5490129,90.625,83.15561002922999,72.01078869404208,891.4159007925628,951.1005681062952,-59.68466731373246,52.50171066000383,29820.0,30160.0,29562.5,30292.85070749106,29998.8866013649,29357.578853287738,30256.666666666668,30013.636363636364,29973.095238095237,0.0,400.0,2.6521739130434785
2010-05-31,31300,250.0,31200,31700,31100,2486457,92.0,87.577805014615,79.79429685432854,936.5006113299132,948.1805697590116,-11.679958429098406,53.66641658386913,30260.0,30100.0,29780.0,30628.567138347913,30235.454759516422,29543.13039819249,30750.0,30220.909090909092,30138.571428571428,0.0,250.0,2.1290322580645165
2010-06-01,30050,-1250.0,31250,31450,30050,4497133,52.85714285714286,70.21747393587893,75.00588539510373,862.4020031742511,931.024823578179,-68.6228204039279,21.257628745799998,30670.0,29935.0,29912.5,30435.71142555741,30201.735469101106,29591.5356457654,30680.0,30211.81818181818,30164.285714285714,-1250.0,0.0,3.4736842105263164
2010-06-03,31000,950.0,30900,31200,30350,4019685,66.66666666666666,68.44207030127279,71.72397784818827,869.600832078675,918.7400064518506,-49.13917437317559,27.416363357458714,30810.0,30110.0,30072.5,30623.807617043392,30346.87533131533,29726.006763714588,30790.0,30405.454545454544,30267.85714285714,0.0,950.0,1.4166666666666667
