date,close,diff,open,high,low,volume,kdj_k,kdj_d,kdj_j,macd,macds,macdo,cci,sma5,sma10,sma20,ema5,ema10,ema20,wma5,wma10,wma20,D,U,rsi
2017-05-15,160000,-2000.0,159000,165500,158000,1504154,20.689655172413794,27.586206896551726,31.03448275862069,-159.5440054293431,-31.908801085868628,-127.63520434347446,-1333.3333333333335,161600.0,161800.0,161900.0,161333.33333333334,161636.36363636365,161809.52380636532,161333.33333333334,161636.36363636365,161809.52380952382,-2000.0,0.0,-0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,20.689655172413794,24.13793103448276,27.586206896551726,-282.72470305420575,-82.07198147953608,-200.65272157466967,-648.6486486486501,161200.0,161600.0,161800.0,160888.8888888889,161338.84297520661,161637.18820317357,160800.0,161309.0909090909,161628.57142857142,0.0,0.0,-0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,20.689655172413794,22.413793103448278,25.0,-376.01186121909996,-140.85995742744888,-235.15190379165108,-419.75308641975096,160800.0,161400.0,161700.0,160592.5925925926,161095.4169797145,161481.26551504055,160400.0,161018.18181818182,161457.14285714287,0.0,0.0,-0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,20.689655172413794,21.551724137931036,23.275862068965516,-444.81505382808973,-201.6509767075771,-243.16407712051264,-304.76190476190465,160400.0,161200.0,161600.0,160395.06172839509,160896.25025613004,161340.19260711365,160133.33333333334,160763.63636363635,161295.2380952381,0.0,0.0,-0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,24.10919540229885,23.692528735632184,-493.6515705542697,-260.05109547691563,-233.60047507735408,-235.2941176470565,160000.0,161000.0,161500.0,160263.37448559672,160733.29566410638,161212.5552145417,160000.0,160545.45454545456,161142.85714285713,0.0,0.0,-0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,25.38793103448276,24.54022988505747,-526.288138903561,-313.29850416224474,-212.9896347413163,-188.55218855218484,160000.0,160800.0,161400.0,160175.58299039782,160599.9691797234,161097.07376437675,160000.0,160363.63636363635,161000.0,0.0,0.0,-0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.027298850574716,25.283764367816094,-545.8605134340178,-359.8109060165994,-186.04960741741837,-154.76190476190268,160000.0,160600.0,161300.0,160117.05532693188,160490.88387431914,160992.59054777146,160000.0,160218.18181818182,160866.66666666666,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.34698275862069,25.815373563218394,-554.9743615874613,-398.84359713077185,-156.13076445668946,-129.03225806451266,160000.0,160400.0,161200.0,160078.03688462125,160401.63226080657,160898.0581138724,160000.0,160109.0909090909,160742.85714285713,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.506824712643677,26.161099137931036,-555.7903461739479,-430.2329469394071,-125.55739923454081,-108.64197530863969,160000.0,160200.0,161100.0,160052.0245897475,160328.6082133872,160812.52876905721,160000.0,160036.36363636365,160628.57142857142,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.586745689655174,26.373922413793103,-550.0958567152265,-454.205528894571,-95.89032782065556,-91.95402298850219,160000.0,160000.0,161000.0,160034.68305983167,160268.86126549862,160735.14507624472,160000.0,160000.0,160523.80952380953,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.626706178160923,26.500314295977013,-539.3654630416422,-471.2375157239852,-68.127947317657,-77.92207792207326,160000.0,160000.0,160900.0,160023.1220398878,160219.97739904432,160665.13125903276,160000.0,160000.0,160428.57142857142,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.646686422413794,26.573500359195403,-524.8118441179977,-481.9523814027878,-42.85946271520987,-65.84362139917322,160000.0,160000.0,160800.0,160015.41469325853,160179.981508309,160601.78542448982,160000.0,160000.0,160342.85714285713,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.656676544540232,26.61508845186782,-507.428674055991,-487.04763993342846,-20.38103412256254,-55.22682445758879,160000.0,160000.0,160700.0,160010.27646217236,160147.25759770736,160544.4725266334,160000.0,160000.0,160266.66666666666,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.661671605603452,26.638380028735636,-488.0267180482915,-487.2434555564011,-0.7832624918904116,-45.71428571428154,160000.0,160000.0,160600.0,160006.85097478158,160120.4834890333,160492.61800005328,160000.0,160000.0,160200.0,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.664169136135058,26.65127458243535,-467.2641970906989,-483.2476038632607,15.983406772561807,-37.037037037031645,160000.0,160000.0,160500.0,160004.56731652105,160098.57740011814,160445.7019998566,160000.0,160000.0,160142.85714285713,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.665417901400865,26.658346241918107,-445.6723164017312,-475.7325463709549,30.060229969223656,-28.98550724637021,160000.0,160000.0,160400.0,160003.0448776807,160080.65423646028,160403.2541901896,160000.0,160000.0,160095.2380952381,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.666042284033765,26.662194262975937,-423.6767137943243,-465.3213798556288,41.64466606130446,-21.3903743315447,160000.0,160000.0,160300.0,160002.0299184538,160065.98982983115,160364.84902909075,160000.0,160000.0,160057.14285714287,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.666354475350218,26.664274369163078,-401.6154670029646,-452.58019728509595,50.96473028213137,-14.109347442673307,160000.0,160000.0,160200.0,160001.3532789692,160053.99167895273,160330.10150240557,160000.0,160000.0,160028.57142857142,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.666510571008445,26.665392470085763,-379.7541998239758,-438.01499779287195,58.260797968896156,-7.017543859641945,160000.0,160000.0,160100.0,160000.90218597947,160044.17501005222,160298.66326399517,160000.0,160000.0,160009.52380952382,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.666588618837558,26.66599054446166,-358.2987430962967,-422.07174685355693,63.773003757260255,8.753031716311339e-12,160000.0,160000.0,160000.0,160000.60145731966,160036.14319004273,160270.21914354424,160000.0,160000.0,160000.0,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.66662764275211,26.666309093606884,-337.40573567469255,-405.13854461778413,67.73280894309158,9.72559079590147e-12,160000.0,160000.0,160000.0,160000.40097154645,160029.57170094404,160244.48398695857,160000.0,160000.0,160000.0,0.0,0.0,0.0
2017-05-15,160000,0.0,159000,165500,158000,1504154,26.666666666666668,26.666647154709388,26.666478124158136,-317.19149062773795,-387.54913381977497,70.35764319203702,1.086977794836044e-11,160000.0,160000.0,160000.0,160000.2673143643,160024.19502804513,160221.19979767723,160000.0,160000.0,160000.0,0.0,0.0,0.0
