date,close,diff,open,high,low,volume,kdj_k,kdj_d,kdj_j,macd,macds,macdo,cci,sma5,sma10,sma20,ema5,ema10,ema20,wma5,wma10,wma20,D,U,rsi
2010-04-30,33850,300.0,33650,34300,33650,2067986,30.303030303030305,21.821648523910856,19.18400106103273,-708.7475397221351,-566.3845713935967,-142.3629683285384,-82.65107212475675,34090.0,34520.0,35287.5,34031.43948756691,34486.14242332868,35111.83170044276,33883.333333333336,34229.09090909091,34863.57142857143,0.0,300.0,-1.4545454545454548
2010-05-03,33400,-450.0,33700,33750,33150,1581503,14.285714285714285,18.053681404809144,18.618841232920424,-748.4468077973579,-602.8018593622187,-145.6449484351392,-104.31449607607755,33790.0,34335.0,35172.5,33820.95963934262,34288.59746798888,34945.76869672097,33653.333333333336,34025.454545454544,34683.80952380953,-450.0,0.0,-0.5652173913043478
2010-05-04,33200,-200.0,33400,33750,33050,1593273,12.0,15.026840702403195,16.82284096766099,-786.2644556075538,-639.4982808441481,-146.76617476340573,-97.53351395095255,33520.0,34140.0,35002.5,33613.97308041548,34090.6177546754,34776.71287455418,33456.666666666664,33819.09090909091,34495.95238095238,-200.0,0.0,-0.17647058823529413
2010-05-06,31850,-1350.0,32500,32600,31700,2821947,5.769230769230769,10.39803573581593,13.61043835173773,-910.6257036963361,-693.7283788011084,-216.8973248952277,-149.63188963321764,33170.0,33785.0,34812.5,33025.982029976294,33683.14362581678,34493.74997055984,32900.0,33402.72727272727,34195.71428571428,-1350.0,0.0,-0.1111111111111111
2010-05-07,30700,-1150.0,30650,31400,30550,3946000,4.0,7.1990178679076005,10.404728109822301,-1086.1977500616777,-772.2275954330697,-313.97015462860793,-182.33271460305062,32600.0,33415.0,34560.0,32250.65466587491,33140.65683995379,34127.488613384034,32076.666666666668,32841.818181818184,33804.04761904762,-1150.0,0.0,-0.10344827586206896
2010-05-10,32200,1500.0,31150,32200,30950,2985373,51.5625,29.38075893395506,19.89274352188922,-1095.3109355117267,-836.8477817063908,-258.4631538053359,-122.48641238765606,32270.0,33180.0,34382.5,32233.769776948306,32969.603289937935,33941.64496694981,31943.333333333332,32620.909090909092,33579.28571428572,0.0,1500.0,-1.3333333333333333
2010-05-11,31550,-650.0,32400,32400,31550,2370884,31.25,30.315379466977557,25.104061494433537,-1140.254058096456,-897.5316801409599,-242.72237795549609,-103.77100322916213,31900.0,32845.0,34142.5,32005.846515251087,32711.462690900935,33711.320169874576,31703.333333333332,32324.545454545456,33309.52380952381,-650.0,0.0,-0.6521739130434782
2010-05-12,31450,-100.0,31850,32150,31300,1875657,43.90243902439025,37.108909245683996,31.10648537005885,-1170.1596307893706,-952.0591702763667,-218.1004605130039,-98.70206953136703,31550.0,32535.0,33927.5,31820.564342029647,32482.083365779006,33493.778025109634,31553.333333333332,32070.909090909092,33053.09523809524,-100.0,0.0,-0.7692307692307693
2010-05-13,32700,1250.0,31750,32700,31700,2377554,100.0,68.55445462284221,49.83046999645067,-1082.955524548397,-978.2391709226773,-104.71635362571976,-58.663121655248375,31720.0,32445.0,33747.5,32113.709562904754,32521.707748174722,33417.48896421845,31936.666666666668,32100.909090909092,32936.19047619047,0.0,1250.0,-5.500000000000001
2010-05-14,32300,-400.0,32300,32700,31950,2362195,77.14285714285715,72.8486558828497,61.33956293965023,-1033.4465675003266,-989.2808964769154,-44.16567102341128,-50.466318679959905,32040.0,32320.0,33532.5,32175.806375488963,32481.394604647958,33310.18186419959,32130.0,32074.545454545456,32798.333333333336,-400.0,0.0,6.111111111111111
2010-05-17,30900,-1400.0,31950,31950,30850,2933754,2.7027027027027026,37.77567929277614,49.557621116213156,-1092.1503196334743,-1009.8551481651427,-82.29517146833155,-79.52797916078269,31780.0,32025.0,33272.5,31750.537582658864,32193.852883734682,33078.9256939587,31750.0,31816.363636363636,32547.619047619046,-1400.0,0.0,13.750000000000007
2010-05-18,31300,400.0,31450,31450,30850,1973884,24.324324324324326,31.050001808550228,40.30381146238168,-1094.3641502540631,-1026.7571898169263,-67.60696043713688,-70.81863037135547,31730.0,31815.0,33075.0,31600.358388203713,32031.327042278106,32908.35972061315,31590.0,31684.545454545456,32359.761904761905,0.0,400.0,-1.8333333333333333
