asset,close
10000000.0,849000
10000000.0,829000
10000000.0,834000
10000000.0,814000
10000000.0,794000
10000000.0,803000
10000000.0,791000
10000000.0,789000
10288000.0,813000
10288000.0,810000
9976000.0,784000
9976000.0,792000
9976000.0,773000
9976000.0,756000
10002000.0,758000
10002000.0,741000
10119000.0,750000
10119000.0,772000
10197000.0,778000
10197000.0,776000
10197000.0,768000
10197000.0,777000
10405000.0,793000
10405000.0,787000
10405000.0,785000
10405000.0,770000
10444000.0,773000
10444000.0,797000
10574000.0,807000
10574000.0,798000
10574000.0,819000
10574000.0,817000
10634000.0,822000
10634000.0,830000
10634000.0,816000
10634000.0,805000
10829000.0,820000
10829000.0,805000
10829000.0,796000
10829000.0,792000
10829000.0,774000
10725000.0,766000
10739000.0,767000
10739000.0,767000
10851000.0,775000
10851000.0,769000
10935000.0,775000
10935000.0,796000
11013000.0,802000
11013000.0,796000
11377000.0,824000
11377000.0,820000
11377000.0,802000
11377000.0,795000
11419000.0,798000
11419000.0,817000
11302000.0,808000
11302000.0,811000
11302000.0,818000
11445000.0,829000
11445000.0,837000
11445000.0,827000
11445000.0,810000
11445000.0,810000
11515000.0,815000
11515000.0,806000
11515000.0,804000
11515000.0,801000
11529000.0,802000
11529000.0,793000
11529000.0,779000
11529000.0,766000
11754000.0,781000
11754000.0,782000
11754000.0,782000
11754000.0,778000
11754000.0,789000
11754000.0,784000
11838000.0,790000
11838000.0,783000
11673000.0,772000
11673000.0,773000
11568000.0,766000
11568000.0,776000
11568000.0,756000
11568000.0,752000
11673000.0,759000
11673000.0,761000
11958000.0,780000
11958000.0,788000
11958000.0,771000
11958000.0,756000
11958000.0,766000
11958000.0,770000
11958000.0,760000
11958000.0,757000
11958000.0,757000
11958000.0,773000
12063000.0,780000
12063000.0,762000
12063000.0,755000
12063000.0,745000
12495000.0,772000
12495000.0,777000
12495000.0,777000
12495000.0,780000
12495000.0,773000
12815000.0,793000
12815000.0,770000
12815000.0,758000
12815000.0,753000
12815000.0,746000
12815000.0,744000
12917000.0,750000
12917000.0,754000
12866000.0,751000
12866000.0,741000
12934000.0,745000
12934000.0,765000
13126000.0,777000
13126000.0,771000
13126000.0,763000
13126000.0,753000
13313000.0,764000
13313000.0,745000
13313000.0,747000
13194000.0,740000
13194000.0,740000
13585000.0,763000
13585000.0,776000
13585000.0,778000
13585000.0,774000
13585000.0,790000
13585000.0,767000
13585000.0,778000
14095000.0,808000
14095000.0,811000
14095000.0,795000
14163000.0,799000
14163000.0,818000
14673000.0,848000
14673000.0,840000
14673000.0,851000
14571000.0,845000
14571000.0,837000
14571000.0,836000
14571000.0,826000
14571000.0,820000
14571000.0,859000
15131000.0,894000
15131000.0,890000
15318000.0,901000
15318000.0,888000
15318000.0,917000
15350000.0,919000
15350000.0,930000
15334000.0,929000
15334000.0,916000
15254000.0,911000
15254000.0,926000
15254000.0,932000
15254000.0,936000
15302000.0,939000
15302000.0,936000
15302000.0,925000
15302000.0,922000
15558000.0,938000
15558000.0,945000
15622000.0,949000
15622000.0,958000
15622000.0,958000
15622000.0,942000
15430000.0,930000
15430000.0,921000
15366000.0,917000
15366000.0,913000
15366000.0,930000
15366000.0,922000
15366000.0,933000
15622000.0,949000
15622000.0,969000
16070000.0,997000
16070000.0,982000
16070000.0,971000
16070000.0,971000
16134000.0,975000
16134000.0,998000
16134000.0,994000
16134000.0,1010000
16134000.0,981000
16134000.0,983000
16134000.0,972000
16134000.0,961000
16118000.0,960000
16118000.0,936000
16118000.0,915000
16764000.0,953000
16764000.0,958000
16764000.0,945000
16917000.0,954000
16917000.0,960000
16713000.0,948000
16713000.0,938000
16713000.0,930000
16713000.0,929000
16713000.0,926000
16713000.0,923000
16713000.0,918000
16803000.0,923000
16803000.0,945000
16803000.0,906000
16803000.0,899000
16641000.0,890000
16641000.0,866000
16641000.0,862000
16641000.0,900000
16641000.0,860000
17135000.0,886000
17135000.0,890000
17135000.0,891000
17116000.0,890000
17116000.0,875000
17116000.0,873000
17249000.0,880000
17249000.0,910000
17357000.0,916000
17357000.0,916000
17537000.0,926000
17537000.0,932000
17537000.0,940000
17627000.0,945000
17627000.0,945000
17627000.0,923000
17627000.0,909000
17418000.0,898000
17418000.0,894000
17418000.0,882000
17779000.0,901000
17779000.0,900000
17779000.0,888000
17779000.0,867000
17939000.0,875000
17939000.0,916000
18167000.0,928000
18167000.0,904000
18167000.0,889000
18167000.0,897000
18707000.0,924000
18707000.0,900000
18707000.0,893000
18707000.0,932000
18827000.0,938000
18827000.0,915000
18827000.0,899000
18827000.0,891000
18827000.0,892000
18827000.0,885000
19478000.0,916000
19478000.0,901000
19247000.0,890000
19247000.0,893000
18974000.0,880000
18974000.0,882000
18974000.0,873000
18974000.0,865000
18974000.0,856000
18974000.0,879000
19226000.0,891000
19226000.0,884000
19604000.0,902000
19604000.0,911000
19604000.0,883000
19604000.0,885000
19604000.0,887000
19384000.0,877000
19384000.0,865000
19384000.0,851000
19428000.0,853000
19428000.0,863000
19472000.0,865000
19472000.0,848000
19472000.0,819000
19472000.0,800000
19808000.0,814000
19808000.0,826000
19923000.0,831000
19923000.0,852000
19923000.0,835000
19923000.0,832000
19946000.0,833000
19946000.0,826000
20642000.0,855000
20642000.0,878000
21125000.0,899000
21125000.0,898000
21125000.0,880000
21245000.0,885000
21245000.0,865000
21245000.0,850000
21077000.0,843000
20777000.0,831000
20777000.0,832000
20777000.0,813000
21002000.0,822000
21002000.0,851000
21002000.0,842000
21002000.0,850000
21002000.0,847000
21074000.0,850000
21074000.0,845000
21074000.0,837000
21074000.0,844000
21074000.0,870000
20642000.0,852000
20642000.0,833000
20642000.0,821000
20642000.0,789000
20642000.0,760000
20642000.0,724000
20530000.0,720000
20530000.0,708000
20502000.0,707000
20502000.0,750000
20556000.0,752000
20556000.0,709000
19744000.0,680000
20063000.0,691000
20063000.0,723000
20063000.0,708000
20539000.0,725000
20567000.0,726000
20567000.0,733000
20567000.0,742000
20621000.0,744000
20621000.0,771000
20569000.0,769000
20569000.0,731000
20457000.0,727000
20457000.0,773000
21107000.0,798000
21107000.0,780000
21107000.0,753000
21611000.0,771000
21611000.0,798000
21881000.0,808000
21881000.0,811000
21933000.0,813000
21933000.0,790000
21933000.0,758000
22409000.0,775000
22409000.0,804000
22490000.0,807000
22490000.0,837000
22568000.0,840000
22568000.0,828000
22946000.0,842000
22946000.0,855000
23076000.0,860000
23076000.0,874000
23076000.0,881000
23518000.0,898000
23518000.0,890000
23518000.0,886000
23622000.0,890000
23622000.0,883000
23700000.0,886000
23700000.0,907000
23960000.0,917000
23960000.0,941000
24060000.0,945000
24060000.0,934000
24060000.0,924000
24606000.0,945000
24606000.0,968000
25156000.0,990000
25156000.0,971000
25056000.0,967000
25056000.0,1005000
24768000.0,993000
24768000.0,970000
25143000.0,985000
25143000.0,935000
26391000.0,983000
26391000.0,996000
26391000.0,996000
26391000.0,975000
26526000.0,980000
26526000.0,963000
26526000.0,950000
26877000.0,963000
26877000.0,935000
27101000.0,943000
27101000.0,947000
27101000.0,978000
27830000.0,1005000
27830000.0,1004000
29720000.0,1074000
29072000.0,1050000
29072000.0,1066000
29072000.0,1044000
29072000.0,1056000
29288000.0,1064000
29288000.0,1053000
30125000.0,1084000
30125000.0,1050000
30125000.0,1040000
29425000.0,1015000
29425000.0,1045000
29425000.0,1007000
29425000.0,1012000
30730000.0,1057000
30730000.0,1052000
31194000.0,1068000
31194000.0,1066000
31397000.0,1073000
31397000.0,1061000
31397000.0,1058000
32035000.0,1080000
32035000.0,1105000
32035000.0,1080000
32035000.0,1055000
