Datetime,Adj Close,Close,High,Low,Open,Volume
2020-03-18 09:00:00+09:00,48050.0,48050.0,48100.0,47600.0,47750.0,0
2020-03-18 09:05:00+09:00,47950.0,47950.0,48050.0,47700.0,48050.0,1135504
2020-03-18 09:10:00+09:00,48150.0,48150.0,48350.0,47900.0,47950.0,1050582
2020-03-18 09:15:00+09:00,48050.0,48050.0,48250.0,48000.0,48150.0,840131
2020-03-18 09:20:00+09:00,48050.0,48050.0,48200.0,48000.0,48100.0,588091
2020-03-18 09:25:00+09:00,48100.0,48100.0,48150.0,48000.0,48100.0,415967
2020-03-18 09:30:00+09:00,48100.0,48100.0,48200.0,48050.0,48100.0,410198
2020-03-18 09:35:00+09:00,48000.0,48000.0,48100.0,47800.0,48100.0,733337
2020-03-18 09:40:00+09:00,47850.0,47850.0,48000.0,47800.0,48000.0,284663
2020-03-18 09:45:00+09:00,47650.0,47650.0,47900.0,47600.0,47850.0,684257
2020-03-18 09:50:00+09:00,47700.0,47700.0,47750.0,47500.0,47650.0,706284
2020-03-18 09:55:00+09:00,47700.0,47700.0,47700.0,47600.0,47700.0,347701
2020-03-18 10:00:00+09:00,47700.0,47700.0,47850.0,47600.0,47750.0,279274
2020-03-18 10:05:00+09:00,47450.0,47450.0,47700.0,47400.0,47700.0,570160
2020-03-18 10:10:00+09:00,47300.0,47300.0,47500.0,47200.0,47450.0,763415
2020-03-18 10:15:00+09:00,47450.0,47450.0,47700.0,47300.0,47300.0,476205
2020-03-18 10:20:00+09:00,47350.0,47350.0,47650.0,47300.0,47450.0,424554
2020-03-18 10:25:00+09:00,47450.0,47450.0,47500.0,47400.0,47400.0,219727
2020-03-18 10:30:00+09:00,47750.0,47750.0,47750.0,47400.0,47450.0,412950
2020-03-18 10:35:00+09:00,47750.0,47750.0,47750.0,47500.0,47750.0,409376
2020-03-18 10:40:00+09:00,47500.0,47500.0,47750.0,47500.0,47700.0,318832
2020-03-18 10:45:00+09:00,47750.0,47750.0,47850.0,47500.0,47550.0,584003
2020-03-18 10:50:00+09:00,47800.0,47800.0,47850.0,47700.0,47800.0,295694
2020-03-18 10:55:00+09:00,47600.0,47600.0,47800.0,47550.0,47800.0,332556
2020-03-18 11:00:00+09:00,47550.0,47550.0,47650.0,47500.0,47600.0,290269
2020-03-18 11:05:00+09:00,47550.0,47550.0,47600.0,47500.0,47550.0,193132
2020-03-18 11:10:00+09:00,47550.0,47550.0,47550.0,47400.0,47550.0,392439
