Date,Adj Close,Close,High,Low,Open,Volume
2017-08-10,13658.3740234375,45900.0,46320.0,45460.0,46200.0,22986150
2017-08-11,13277.48828125,44620.0,45300.0,44220.0,45120.0,25407300
2017-08-14,13390.5615234375,45000.0,45400.0,44720.0,45120.0,19185600
2017-08-16,13747.64453125,46200.0,46380.0,46000.0,46220.0,21913650
2017-08-17,13997.6015625,47040.0,47300.0,46740.0,46960.0,12415850
2017-08-18,13955.9423828125,46900.0,47240.0,46240.0,46760.0,10477950
2017-08-21,13938.087890625,46840.0,47240.0,46580.0,47240.0,5103450
2017-08-22,13985.6982421875,47000.0,47160.0,46700.0,46820.0,7381750
2017-08-23,14128.5322265625,47480.0,47780.0,47180.0,47780.0,9384700
2017-08-24,14140.4326171875,47520.0,47660.0,47340.0,47520.0,8657450
2017-08-25,13991.6494140625,47020.0,47880.0,46720.0,47880.0,11243550
2017-08-28,13717.88671875,46100.0,47240.0,45960.0,47020.0,9962100
2017-08-29,13711.9365234375,46080.0,46080.0,45160.0,45640.0,12623650
2017-08-30,13747.64453125,46200.0,46400.0,45960.0,46380.0,7513000
2017-08-31,13783.3515625,46320.0,46640.0,46000.0,46220.0,11011700
2017-09-01,13830.9638671875,46480.0,46640.0,46300.0,46460.0,10641700
2017-09-04,13700.033203125,46040.0,46360.0,45500.0,45780.0,7943500
2017-09-05,13914.2822265625,46760.0,46900.0,45960.0,46240.0,11716100
2017-09-06,13985.6982421875,47000.0,47180.0,46700.0,46760.0,10811050
2017-09-07,14318.9755859375,48120.0,48220.0,47000.0,47000.0,9676500
2017-09-08,14604.640625,49080.0,49180.0,48580.0,48700.0,10893000
2017-09-11,14818.8896484375,49800.0,50180.0,49500.0,49700.0,10374750
2017-09-12,14759.376953125,49600.0,50220.0,49140.0,50200.0,12029750
2017-09-13,14765.328125,49620.0,50400.0,49440.0,49820.0,9357000
2017-09-14,14967.673828125,50300.0,50320.0,49760.0,50060.0,14204750
2017-09-15,14997.4306640625,50400.0,50560.0,49860.0,50300.0,10757300
2017-09-18,15616.373046875,52480.0,52480.0,50520.0,50540.0,11524950
2017-09-19,15509.2490234375,52120.0,52640.0,51780.0,52500.0,9850400
2017-09-20,15539.0048828125,52220.0,52500.0,51840.0,52120.0,9292750
2017-09-21,15711.59375,52800.0,52960.0,52220.0,52220.0,8839800
2017-09-25,15955.59765625,53620.0,53680.0,53000.0,53000.0,9303100
2017-09-26,15955.59765625,53620.0,53620.0,53620.0,53620.0,0
2017-09-27,15378.3173828125,51680.0,52200.0,51500.0,52000.0,10797000
2017-09-28,17643.07421875,51260.0,52460.0,51260.0,52260.0,12025450
2017-09-29,17649.95703125,51280.0,51620.0,50840.0,51180.0,12909400
2017-10-10,18173.123046875,52800.0,53640.0,52800.0,53360.0,20519800
2017-10-11,18806.4296875,54640.0,54760.0,53340.0,53600.0,13652150
2017-10-12,18861.5,54800.0,55160.0,54100.0,54840.0,13890700
2017-10-13,18586.150390625,54000.0,54840.0,53780.0,54540.0,12601650
2017-10-16,18558.615234375,53920.0,54860.0,53760.0,53980.0,9769950
2017-10-17,18861.5,54800.0,55380.0,54000.0,54020.0,10607800
2017-10-18,18847.732421875,54760.0,55240.0,54040.0,54820.0,10110750
2017-10-19,18235.078125,52980.0,54700.0,52980.0,54700.0,12108700
2017-10-20,18531.080078125,53840.0,54100.0,52800.0,52800.0,8027050
2017-10-23,18689.40625,54300.0,54640.0,54000.0,54600.0,8311050
2017-10-24,18599.916015625,54040.0,54780.0,54040.0,54700.0,5806050
2017-10-25,18551.73046875,53900.0,54420.0,53700.0,54040.0,5882850
2017-10-26,18035.447265625,52400.0,53900.0,52400.0,53720.0,9776550
2017-10-27,18269.498046875,53080.0,53320.0,52140.0,52400.0,7392500
2017-10-30,18599.916015625,54040.0,54320.0,53700.0,53780.0,8196150
2017-10-31,18957.87109375,55080.0,55440.0,53500.0,54060.0,13381550
2017-11-01,19694.43359375,57220.0,57500.0,56180.0,57500.0,14510250
2017-11-02,19639.365234375,57060.0,57520.0,56760.0,57500.0,10721050
2017-11-03,19405.31640625,56380.0,57140.0,55860.0,57060.0,9935800
2017-11-06,19405.31640625,56380.0,56500.0,55340.0,56380.0,9000950
2017-11-07,19308.943359375,56100.0,56920.0,55860.0,56380.0,7464550
2017-11-08,19536.107421875,56760.0,57060.0,55860.0,56100.0,8520200
2017-11-09,19391.548828125,56340.0,56920.0,55900.0,56920.0,11994050
2017-11-10,19412.201171875,56400.0,56540.0,55780.0,55800.0,6748800
2017-11-13,19405.31640625,56380.0,56800.0,56100.0,56400.0,8806650
2017-11-14,19246.990234375,55920.0,56740.0,55920.0,56380.0,6725000
2017-11-15,19047.361328125,55340.0,56320.0,55320.0,55920.0,8816950
2017-11-17,19212.572265625,55820.0,56880.0,55820.0,56400.0,10733150
2017-11-20,18999.17578125,55200.0,55980.0,55200.0,55900.0,9472750
2017-11-21,19026.7109375,55280.0,55840.0,55280.0,55400.0,10324700
2017-11-22,19260.7578125,55960.0,56200.0,55620.0,55980.0,7952950
2017-11-24,19088.662109375,55460.0,55500.0,55180.0,55300.0,4536200
2017-11-27,18118.052734375,52640.0,55360.0,52640.0,55360.0,18128900
2017-11-28,18338.333984375,53280.0,53280.0,51720.0,52700.0,13499400
2017-11-29,18104.287109375,52600.0,53240.0,52500.0,53200.0,9590250
2017-11-30,17484.748046875,50800.0,51860.0,50200.0,50800.0,29634150
2017-12-01,17498.515625,50840.0,51780.0,50800.0,50800.0,12868600
2017-12-04,17670.611328125,51340.0,51340.0,50020.0,50840.0,14865050
