Datetime,Adj Close,Close,High,Low,Open,Volume
2020-03-25 09:00:00+09:00,49350.0,49350.0,49600.0,48400.0,48550.0,0
2020-03-25 09:05:00+09:00,48800.0,48800.0,49500.0,48650.0,49350.0,2682997
2020-03-25 09:10:00+09:00,48650.0,48650.0,49100.0,48600.0,48850.0,1695250
2020-03-25 09:15:00+09:00,48700.0,48700.0,48900.0,48350.0,48650.0,1601446
2020-03-25 09:20:00+09:00,48850.0,48850.0,49000.0,48600.0,48650.0,1025567
2020-03-25 09:25:00+09:00,48700.0,48700.0,48900.0,48600.0,48850.0,644114
2020-03-25 09:30:00+09:00,48400.0,48400.0,48700.0,48350.0,48650.0,1093480
2020-03-25 09:35:00+09:00,48200.0,48200.0,48450.0,48050.0,48400.0,1072492
2020-03-25 09:40:00+09:00,47650.0,47650.0,48200.0,47550.0,48200.0,1253698
2020-03-25 09:45:00+09:00,47900.0,47900.0,48150.0,47600.0,47650.0,793330
2020-03-25 09:50:00+09:00,48100.0,48100.0,48250.0,47850.0,47850.0,590545
2020-03-25 09:55:00+09:00,48050.0,48050.0,48300.0,48000.0,48150.0,417788
2020-03-25 10:00:00+09:00,48050.0,48050.0,48100.0,47900.0,48050.0,469664
2020-03-25 10:05:00+09:00,48500.0,48500.0,48500.0,48050.0,48050.0,648347
2020-03-25 10:10:00+09:00,48250.0,48250.0,48500.0,48100.0,48500.0,528208
2020-03-25 10:15:00+09:00,48150.0,48150.0,48250.0,47950.0,48250.0,579801
2020-03-25 10:20:00+09:00,48250.0,48250.0,48300.0,48100.0,48150.0,403885
2020-03-25 10:25:00+09:00,48450.0,48450.0,48450.0,48250.0,48300.0,609158
2020-03-25 10:30:00+09:00,48400.0,48400.0,48700.0,48350.0,48400.0,701858
2020-03-25 10:35:00+09:00,48400.0,48400.0,48450.0,48200.0,48350.0,436464
2020-03-25 10:40:00+09:00,48500.0,48500.0,48550.0,48350.0,48350.0,434062
2020-03-25 10:45:00+09:00,48500.0,48500.0,48600.0,48350.0,48500.0,369355
2020-03-25 10:50:00+09:00,48550.0,48550.0,48700.0,48450.0,48500.0,568128
2020-03-25 10:55:00+09:00,48350.0,48350.0,48600.0,48350.0,48550.0,489849
2020-03-25 11:00:00+09:00,48450.0,48450.0,48450.0,48250.0,48350.0,492117
2020-03-25 11:05:00+09:00,48150.0,48150.0,48450.0,48150.0,48450.0,447415
2020-03-25 11:10:00+09:00,48100.0,48100.0,48200.0,48050.0,48150.0,551935
2020-03-25 11:15:00+09:00,48250.0,48250.0,48350.0,48050.0,48100.0,315172
2020-03-25 11:20:00+09:00,48150.0,48150.0,48350.0,48100.0,48250.0,348629
2020-03-25 11:25:00+09:00,48100.0,48100.0,48200.0,48050.0,48100.0,261802
2020-03-25 11:30:00+09:00,47850.0,47850.0,48100.0,47800.0,48050.0,785512
2020-03-25 11:35:00+09:00,47900.0,47900.0,48000.0,47800.0,47850.0,462424
2020-03-25 11:40:00+09:00,48050.0,48050.0,48050.0,47850.0,47900.0,319691
2020-03-25 11:45:00+09:00,48100.0,48100.0,48100.0,47950.0,48050.0,264384
2020-03-25 11:50:00+09:00,48150.0,48150.0,48200.0,47950.0,48100.0,377196
2020-03-25 11:55:00+09:00,48250.0,48250.0,48300.0,48100.0,48150.0,266062
2020-03-25 12:00:00+09:00,48250.0,48250.0,48300.0,48150.0,48300.0,229347
2020-03-25 12:05:00+09:00,48350.0,48350.0,48450.0,48200.0,48250.0,377261
2020-03-25 12:10:00+09:00,48250.0,48250.0,48400.0,48200.0,48400.0,351659
2020-03-25 12:15:00+09:00,48250.0,48250.0,48300.0,48150.0,48250.0,257532
2020-03-25 12:20:00+09:00,48100.0,48100.0,48300.0,48100.0,48200.0,203656
2020-03-25 12:25:00+09:00,48100.0,48100.0,48200.0,48000.0,48150.0,311552
2020-03-25 12:30:00+09:00,48100.0,48100.0,48200.0,48050.0,48100.0,169862
2020-03-25 12:35:00+09:00,48100.0,48100.0,48150.0,48050.0,48150.0,190840
2020-03-25 12:40:00+09:00,48100.0,48100.0,48150.0,48050.0,48100.0,174086
