asset,close
10000000.0,137000
10000000.0,134500
10259000.0,138000
10259000.0,136500
10259000.0,131000
10259000.0,130500
10259000.0,130500
10259000.0,134000
10829000.0,141500
10829000.0,144500
10829000.0,140500
10829000.0,135500
11184500.0,140000
11184500.0,139500
11104500.0,138500
11104500.0,135500
11145000.0,136000
11145000.0,137000
11185500.0,137500
11185500.0,140000
10593000.0,132500
10593000.0,132000
10753000.0,134000
10753000.0,135000
11069000.0,139000
11069000.0,136500
11069000.0,135500
11069000.0,137500
11429000.0,142000
11429000.0,146000
11429000.0,146000
11429000.0,145000
11429000.0,144500
11508000.0,145500
11508000.0,146000
11508000.0,141500
11508000.0,141000
11710500.0,143500
11710500.0,145000
11710500.0,142000
11915500.0,144500
11915500.0,137000
11915500.0,132500
11782000.0,131000
11782000.0,137000
11696000.0,136000
11696000.0,134500
12083000.0,139000
12083000.0,141000
11828000.0,138000
11828000.0,137000
12043000.0,139500
12043000.0,133500
12043000.0,134000
12399000.0,138000
12399000.0,137000
12084000.0,133500
12084000.0,137000
12348000.0,140000
12348000.0,143500
12477000.0,145000
12477000.0,144000
12907000.0,149000
12907000.0,152000
12907000.0,150500
12907000.0,148500
12907000.0,146500
12907000.0,143000
12997000.0,144000
12997000.0,137000
12997000.0,138000
12997000.0,137000
13044000.0,137500
13044000.0,137000
12854000.0,135000
12854000.0,132000
13436000.0,138000
13436000.0,139500
12860000.0,133500
12860000.0,135500
12766000.0,134500
12766000.0,136000
12952000.0,138000
12952000.0,141000
12997500.0,141500
12997500.0,144000
12997500.0,143000
13357500.0,147000
13357500.0,149500
13357500.0,148500
13669000.0,152000
13669000.0,151000
13669000.0,148000
14313000.0,155000
14313000.0,157000
14404000.0,158000
14404000.0,152000
14404000.0,152000
14733000.0,155500
14733000.0,161500
14733000.0,161500
14733000.0,156500
14733000.0,152000
14829000.0,153000
14829000.0,157000
15017000.0,159000
15017000.0,160500
15017000.0,160000
15017000.0,158000
15207000.0,160000
15207000.0,162500
15207000.0,158500
15539500.0,162000
15539500.0,167500
15539500.0,163500
15539500.0,154000
15639500.0,155000
15639500.0,160000
15882000.0,162500
15882000.0,168000
16258000.0,172000
16258000.0,171500
16258000.0,171000
16258000.0,169000
16258000.0,170000
17255500.0,180500
17255500.0,183500
17255500.0,183000
17490500.0,185500
17490500.0,181000
17442500.0,180500
17442500.0,178500
18170000.0,186000
18170000.0,177500
18119000.0,177000
18119000.0,176500
18578000.0,181000
18578000.0,186000
18776000.0,188000
18776000.0,188000
18776000.0,180500
18776000.0,175000
19311000.0,180000
19311000.0,177500
19041000.0,175000
19041000.0,176000
19041000.0,172500
19756000.0,179000
19756000.0,177500
20477500.0,184000
20477500.0,181000
20477500.0,178000
20707500.0,180000
20707500.0,184500
20707500.0,177000
20997500.0,179500
20997500.0,182000
21055000.0,182500
21055000.0,178000
21055000.0,178000
21055000.0,180500
21055000.0,177500
21527000.0,181500
21527000.0,182500
21059000.0,178500
21059000.0,172500
