asset,close
10000000.0,167000
10177000.0,170000
10177000.0,166000
10329500.0,168500
10329500.0,165500
10918500.0,175000
10918500.0,175000
10918500.0,182000
11361000.0,189500
11361000.0,189500
11921500.0,199000
11921500.0,190000
11921500.0,180000
12020500.0,181500
12020500.0,181000
12020500.0,179000
12824500.0,191000
12824500.0,195000
12824500.0,193500
12857500.0,194000
12857500.0,190000
12958000.0,191500
12958000.0,190000
12958000.0,188000
13434000.0,195000
13434000.0,195000
13434000.0,191500
13469000.0,192000
13469000.0,195000
13469000.0,195000
13469000.0,209000
13469000.0,209000
13757000.0,213500
13757000.0,212500
13757000.0,210000
13757000.0,204500
14092000.0,209500
14092000.0,203000
13988500.0,201500
13988500.0,200000
13988500.0,203500
13988500.0,200000
13988500.0,195000
13988500.0,188000
14876500.0,200000
14876500.0,206000
14876500.0,205500
14876500.0,205500
14876500.0,202000
14876500.0,197500
15476500.0,205500
15476500.0,205000
15364000.0,203500
15364000.0,205000
15364000.0,211000
15436000.0,212000
15436000.0,207000
15436000.0,200000
15436000.0,190000
16084000.0,198000
16084000.0,192000
16084000.0,188500
16084000.0,188000
16084000.0,186500
16729000.0,194000
16729000.0,190500
16729000.0,189500
17301000.0,196000
17301000.0,201000
17817000.0,207000
17817000.0,205500
16957000.0,195500
16957000.0,204000
16832500.0,202500
16832500.0,203000
16832500.0,212500
16832500.0,212500
17346000.0,219000
17346000.0,228500
17346000.0,227000
16700000.0,218500
16700000.0,220000
17037500.0,224500
17037500.0,230000
17037500.0,230000
17629500.0,238000
17629500.0,230000
17629500.0,229000
17629500.0,225000
17512500.0,223500
17512500.0,229500
18348500.0,240500
18348500.0,235500
18348500.0,230500
18348500.0,221000
18265500.0,220000
18265500.0,224500
18751500.0,230500
18751500.0,237500
18751500.0,235000
18751500.0,240500
18867000.0,242000
18867000.0,233500
19147000.0,237000
19147000.0,230000
19147000.0,230000
19022500.0,228500
19022500.0,231000
19022500.0,226000
19022500.0,220500
19108500.0,221500
19108500.0,220500
19108500.0,226500
20116500.0,238500
20116500.0,236000
20116500.0,235000
20116500.0,232000
20374500.0,235000
20374500.0,236500
21062500.0,244500
21062500.0,248000
21062500.0,248000
21062500.0,250000
20936500.0,248500
20936500.0,247500
21818500.0,258000
21818500.0,256500
22073500.0,259500
22073500.0,260500
22367500.0,264000
22367500.0,256500
22889500.0,262500
22367500.0,256500
22367500.0,246000
22367500.0,243000
22873500.0,248500
22873500.0,259000
23621500.0,267500
23621500.0,270000
23621500.0,273000
23621500.0,263000
22820500.0,254000
22820500.0,252000
22820500.0,251000
22820500.0,248500
22866000.0,249000
22866000.0,248000
23510000.0,255000
23510000.0,249000
23510000.0,239500
23510000.0,226500
23664500.0,228000
23664500.0,231500
23868500.0,233500
23868500.0,229000
23868500.0,222000
24189500.0,225000
24189500.0,222500
25161500.0,231500
25161500.0,228000
24061500.0,218000
24061500.0,212000
24061500.0,198000
24061500.0,202000
24061500.0,192500
24681500.0,197500
24681500.0,201000
24620500.0,200500
24620500.0,208500
24620500.0,207000
24620500.0,206500
24620500.0,205500
24620500.0,210500
25548500.0,218500
25548500.0,217000
25724000.0,218500
25724000.0,212000
25724000.0,204500
25724000.0,203000
25724000.0,189000
26472000.0,194500
26472000.0,201000
26472000.0,200000
26868000.0,203000
26868000.0,209000
26868000.0,203000
26868000.0,203000
26868000.0,204000
26868000.0,196500
26868000.0,192500
27146000.0,194500
27146000.0,210500
28234000.0,219000
28234000.0,219000
28426000.0,220500
28426000.0,220500
28426000.0,219500
29135500.0,225000
29135500.0,223500
28680500.0,220000
28680500.0,227000
28680500.0,229000
29305500.0,234000
29305500.0,227000
29305500.0,222000
30757500.0,233000
30757500.0,226000
30893500.0,227000
30893500.0,238000
31151500.0,240000
31151500.0,238000
32126500.0,245500
32126500.0,248500
32449000.0,251000
32449000.0,250000
31288000.0,241000
31288000.0,243000
31288000.0,237500
32008500.0,243000
32008500.0,242000
32998500.0,249500
32998500.0,252000
32998500.0,252000
32998500.0,247500
32932000.0,247000
32932000.0,243500
33809500.0,250000
33809500.0,248000
34149500.0,250500
34149500.0,248000
35314000.0,256500
35314000.0,256500
35314000.0,252000
35804000.0,255500
35804000.0,263000
36484000.0,268000
36484000.0,261500
38638500.0,277000
38638500.0,273500
39555000.0,280000
39555000.0,291000
39555000.0,287000
39555000.0,278500
40833000.0,287500
40833000.0,291000
41323000.0,294500
41323000.0,294500
41323000.0,280000
41323000.0,267500
43787000.0,283500
43787000.0,275000
44900000.0,282000
44900000.0,278500
44900000.0,274000
44900000.0,264500
44900000.0,264500
44900000.0,262000
46524500.0,271500
46524500.0,279000
45196500.0,271000
45196500.0,267000
45196500.0,252500
45819500.0,256000
45819500.0,252000
45819500.0,256000
46709500.0,261000
46709500.0,263500
48745000.0,275000
48745000.0,275000
50072500.0,282500
50072500.0,276000
50072500.0,277000
