Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,15500.0,16300.0,15400.0,15900.0,13166.1591796875,93100
2000-01-05,15900.0,16100.0,14450.0,15200.0,12586.5146484375,239500
2000-01-06,16000.0,16200.0,14500.0,14700.0,12172.486328125,210300
2000-01-07,14500.0,16900.0,14500.0,16900.0,13994.2197265625,382700
2000-01-10,17600.0,19400.0,17400.0,18700.0,15484.7265625,624300
2000-01-11,20000.0,21300.0,19500.0,20650.0,17099.44140625,919100
2000-01-12,20650.0,20650.0,18300.0,19000.0,15733.142578125,209900
2000-01-13,19000.0,19700.0,18200.0,19050.0,15774.548828125,211700
2000-01-14,19700.0,19900.0,18100.0,18200.0,15070.6943359375,99900
2000-01-17,17700.0,18450.0,17600.0,17700.0,14656.666015625,119800
2000-01-18,18150.0,19500.0,17900.0,18500.0,15319.1171875,236500
2000-01-19,18150.0,18600.0,17550.0,17800.0,14739.47265625,127700
2000-01-20,17700.0,18200.0,16450.0,17600.0,14573.86328125,95100
2000-01-21,16800.0,17400.0,16350.0,16500.0,13662.9951171875,89600
2000-01-24,15900.0,16900.0,15350.0,16150.0,13373.171875,550900
2000-01-25,15600.0,16100.0,14900.0,14900.0,12338.0966796875,185400
2000-01-26,15500.0,15600.0,14700.0,15600.0,12917.7392578125,685400
2000-01-27,15700.0,17800.0,15400.0,17400.0,14408.25,503500
2000-01-28,17300.0,18350.0,16800.0,17400.0,14408.25,298900
2000-01-31,17300.0,17300.0,16900.0,17200.0,14242.638671875,95100
2000-02-01,17500.0,18150.0,17300.0,17900.0,14822.27734375,98700
2000-02-02,18000.0,18900.0,17700.0,18600.0,15401.9189453125,107400
2000-02-03,18400.0,18950.0,18000.0,18700.0,15484.7265625,119100
2000-02-04,18700.0,18700.0,18700.0,18700.0,15484.7265625,0
2000-02-07,18600.0,19450.0,18300.0,18700.0,15484.7265625,177200
2000-02-08,18350.0,18900.0,17700.0,18300.0,15153.505859375,112400
2000-02-09,18000.0,18450.0,18000.0,18300.0,15153.505859375,132600
2000-02-10,18300.0,18350.0,17000.0,17000.0,14077.0244140625,94000
2000-02-11,17900.0,17900.0,16800.0,17800.0,14739.47265625,123800
2000-02-14,18200.0,19500.0,16500.0,16700.0,13828.6064453125,270500
2000-02-15,16800.0,17650.0,16600.0,17000.0,14077.0244140625,129100
2000-02-16,17500.0,17800.0,16000.0,17500.0,14491.0556640625,73600
2000-02-17,16550.0,17950.0,16550.0,17800.0,14739.47265625,79900
2000-02-18,17300.0,17500.0,16300.0,16700.0,13828.6064453125,166500
2000-02-21,15100.0,16400.0,15100.0,15800.0,13083.3515625,85400
2000-02-22,15500.0,16200.0,15000.0,15000.0,12420.9033203125,78600
2000-02-23,15000.0,16400.0,14800.0,15200.0,12586.5146484375,190000
2000-02-24,15500.0,15900.0,15100.0,15750.0,13041.9501953125,109800
2000-02-25,15200.0,16100.0,15200.0,15200.0,12586.5146484375,95100
2000-02-28,15000.0,15850.0,15000.0,15150.0,12545.1142578125,121200
2000-02-29,15400.0,15550.0,15000.0,15500.0,12834.93359375,157500
