Datetime,Open,High,Low,Close,Adj Close,Volume
2020-02-18 09:00:00+09:00,25650.0,25650.0,25500.0,25600.0,25600.0,0
2020-02-18 09:05:00+09:00,25600.0,25650.0,25400.0,25450.0,25450.0,12010
2020-02-18 09:10:00+09:00,25450.0,25500.0,25350.0,25350.0,25350.0,7724
2020-02-18 09:15:00+09:00,25400.0,25400.0,25300.0,25300.0,25300.0,8893
2020-02-18 09:20:00+09:00,25400.0,25550.0,25350.0,25550.0,25550.0,4074
2020-02-18 09:25:00+09:00,25550.0,25600.0,25450.0,25500.0,25500.0,3754
2020-02-18 09:30:00+09:00,25500.0,25600.0,25450.0,25600.0,25600.0,2547
2020-02-18 09:35:00+09:00,25600.0,25600.0,25450.0,25500.0,25500.0,4512
2020-02-18 09:40:00+09:00,25500.0,25500.0,25450.0,25500.0,25500.0,934
2020-02-18 09:45:00+09:00,25400.0,25450.0,25350.0,25400.0,25400.0,12450
2020-02-18 09:50:00+09:00,25400.0,25450.0,25350.0,25450.0,25450.0,2523
2020-02-18 09:55:00+09:00,25450.0,25500.0,25400.0,25450.0,25450.0,3209
2020-02-18 10:00:00+09:00,25400.0,25450.0,25400.0,25400.0,25400.0,5081
2020-02-18 10:05:00+09:00,25400.0,25400.0,25300.0,25350.0,25350.0,15102
2020-02-18 10:10:00+09:00,25300.0,25350.0,25250.0,25300.0,25300.0,9153
2020-02-18 10:15:00+09:00,25300.0,25300.0,25100.0,25150.0,25150.0,14559
2020-02-18 10:20:00+09:00,25150.0,25250.0,25150.0,25250.0,25250.0,3940
2020-02-18 10:25:00+09:00,25250.0,25350.0,25250.0,25300.0,25300.0,1576
2020-02-18 10:30:00+09:00,25300.0,25300.0,25250.0,25300.0,25300.0,2068
2020-02-18 10:35:00+09:00,25250.0,25250.0,25200.0,25250.0,25250.0,1515
2020-02-18 10:40:00+09:00,25200.0,25300.0,25200.0,25300.0,25300.0,4068
2020-02-18 10:45:00+09:00,25300.0,25350.0,25250.0,25350.0,25350.0,3872
2020-02-18 10:50:00+09:00,25350.0,25350.0,25250.0,25300.0,25300.0,1771
2020-02-18 10:55:00+09:00,25300.0,25300.0,25250.0,25300.0,25300.0,1412
2020-02-18 11:00:00+09:00,25300.0,25300.0,25250.0,25300.0,25300.0,1428
2020-02-18 11:05:00+09:00,25250.0,25300.0,25200.0,25300.0,25300.0,2961
2020-02-18 11:10:00+09:00,25300.0,25300.0,25200.0,25250.0,25250.0,1681
2020-02-18 11:15:00+09:00,25250.0,25250.0,25200.0,25250.0,25250.0,1370
2020-02-18 11:20:00+09:00,25250.0,25250.0,25150.0,25200.0,25200.0,6577
2020-02-18 11:25:00+09:00,25200.0,25200.0,25150.0,25200.0,25200.0,2176
2020-02-18 11:30:00+09:00,25150.0,25200.0,25100.0,25150.0,25150.0,3511
2020-02-18 11:35:00+09:00,25100.0,25200.0,25100.0,25150.0,25150.0,4704
2020-02-18 11:40:00+09:00,25150.0,25150.0,25000.0,25000.0,25000.0,31630
2020-02-18 11:45:00+09:00,25000.0,25100.0,24950.0,25050.0,25050.0,6863
2020-02-18 11:50:00+09:00,25100.0,25100.0,25000.0,25100.0,25100.0,1533
2020-02-18 11:55:00+09:00,25100.0,25150.0,25000.0,25150.0,25150.0,2049
2020-02-18 12:00:00+09:00,25150.0,25150.0,25050.0,25100.0,25100.0,1242
2020-02-18 12:05:00+09:00,25050.0,25100.0,25000.0,25100.0,25100.0,3786
2020-02-18 12:10:00+09:00,25100.0,25100.0,25050.0,25100.0,25100.0,1800
2020-02-18 12:15:00+09:00,25100.0,25150.0,25050.0,25100.0,25100.0,1863
2020-02-18 12:20:00+09:00,25150.0,25150.0,25100.0,25150.0,25150.0,1821
2020-02-18 12:25:00+09:00,25100.0,25250.0,25100.0,25200.0,25200.0,7729
2020-02-18 12:30:00+09:00,25200.0,25250.0,25150.0,25250.0,25250.0,4848
2020-02-18 12:35:00+09:00,25250.0,25250.0,25150.0,25250.0,25250.0,1418
2020-02-18 12:40:00+09:00,25250.0,25250.0,25150.0,25250.0,25250.0,3526
2020-02-18 12:45:00+09:00,25250.0,25250.0,25200.0,25250.0,25250.0,2021
2020-02-18 12:50:00+09:00,25200.0,25250.0,25200.0,25200.0,25200.0,1537
2020-02-18 12:55:00+09:00,25200.0,25250.0,25150.0,25200.0,25200.0,3329
2020-02-18 13:00:00+09:00,25150.0,25200.0,25100.0,25200.0,25200.0,4302
2020-02-18 13:05:00+09:00,25200.0,25250.0,25100.0,25150.0,25150.0,2252
2020-02-18 13:10:00+09:00,25150.0,25250.0,25100.0,25250.0,25250.0,4334
2020-02-18 13:15:00+09:00,25250.0,25250.0,25150.0,25200.0,25200.0,2304
2020-02-18 13:20:00+09:00,25150.0,25200.0,25150.0,25200.0,25200.0,1033
2020-02-18 13:25:00+09:00,25200.0,25250.0,25150.0,25200.0,25200.0,2909
2020-02-18 13:30:00+09:00,25250.0,25250.0,25200.0,25250.0,25250.0,1459
2020-02-18 13:35:00+09:00,25250.0,25250.0,25200.0,25250.0,25250.0,2247
2020-02-18 13:40:00+09:00,25250.0,25250.0,25150.0,25200.0,25200.0,2174
2020-02-18 13:45:00+09:00,25200.0,25200.0,25100.0,25100.0,25100.0,2018
2020-02-18 13:50:00+09:00,25100.0,25200.0,25100.0,25200.0,25200.0,2158
2020-02-18 13:55:00+09:00,25200.0,25300.0,25100.0,25250.0,25250.0,5454
2020-02-18 14:00:00+09:00,25250.0,25250.0,25150.0,25200.0,25200.0,3787
2020-02-18 14:05:00+09:00,25250.0,25250.0,25150.0,25150.0,25150.0,3217
2020-02-18 14:10:00+09:00,25200.0,25200.0,25150.0,25200.0,25200.0,3054
2020-02-18 14:15:00+09:00,25200.0,25200.0,25150.0,25200.0,25200.0,3815
2020-02-18 14:20:00+09:00,25150.0,25200.0,25050.0,25100.0,25100.0,7293
2020-02-18 14:25:00+09:00,25150.0,25150.0,25050.0,25050.0,25050.0,2460
2020-02-18 14:30:00+09:00,25100.0,25100.0,25050.0,25100.0,25100.0,2397
2020-02-18 14:35:00+09:00,25050.0,25100.0,25050.0,25100.0,25100.0,3934
2020-02-18 14:40:00+09:00,25100.0,25200.0,25050.0,25150.0,25150.0,5957
2020-02-18 14:45:00+09:00,25150.0,25150.0,25100.0,25100.0,25100.0,5313
2020-02-18 14:50:00+09:00,25100.0,25100.0,25050.0,25100.0,25100.0,3005
2020-02-18 14:55:00+09:00,25100.0,25100.0,25050.0,25100.0,25100.0,3320
2020-02-19 09:00:00+09:00,25200.0,25350.0,25200.0,25250.0,25250.0,0
2020-02-19 09:05:00+09:00,25300.0,25300.0,25150.0,25250.0,25250.0,6704
2020-02-19 09:10:00+09:00,25250.0,25250.0,25150.0,25200.0,25200.0,4871
2020-02-19 09:15:00+09:00,25250.0,25250.0,25150.0,25150.0,25150.0,2317
2020-02-19 09:20:00+09:00,25200.0,25300.0,25150.0,25200.0,25200.0,7713
2020-02-19 09:25:00+09:00,25250.0,25250.0,25100.0,25150.0,25150.0,3298
2020-02-19 09:30:00+09:00,25100.0,25150.0,25000.0,25050.0,25050.0,4618
2020-02-19 09:35:00+09:00,25000.0,25050.0,24900.0,25000.0,25000.0,10930
2020-02-19 09:40:00+09:00,25000.0,25200.0,24900.0,25150.0,25150.0,17102
2020-02-19 09:45:00+09:00,25100.0,25250.0,25100.0,25150.0,25150.0,7501
