asset,close
10000000.0,66600
10360000.0,69000
10360000.0,75300
10360000.0,76400
10360000.0,79500
10360000.0,78300
10360000.0,77500
10852100.0,81200
10852100.0,82500
10852100.0,81000
10852100.0,81000
10905300.0,81400
10905300.0,81200
10905300.0,80300
10824300.0,79700
10824300.0,78900
10824300.0,78200
10824300.0,75600
10495400.0,73300
10495400.0,78600
10495400.0,77800
10589200.0,78500
10589200.0,78200
10589200.0,78200
11304700.0,83500
11304700.0,84300
11358300.0,84700
11358300.0,83200
11671100.0,85500
11671100.0,85000
11671100.0,84900
11671100.0,84400
11753900.0,85000
11753900.0,86300
11794700.0,86600
11794700.0,84100
11794700.0,83700
11794700.0,84700
11878100.0,85300
11878100.0,83900
11976800.0,84600
11976800.0,82000
11655600.0,79800
11655600.0,83100
11683600.0,83300
11683600.0,82500
11711800.0,82700
11711800.0,83900
11795200.0,84500
11795200.0,83800
11795200.0,82800
11781000.0,82700
11781000.0,82500
11624800.0,81400
11624800.0,83500
11624800.0,84500
11693300.0,85000
11693300.0,85700
11693300.0,85500
11693300.0,85000
11542600.0,83900
11542600.0,83800
11542600.0,85000
11677600.0,86000
11677600.0,80000
11532600.0,79000
11532600.0,79100
11532600.0,78300
11076900.0,75200
11076900.0,74900
11076900.0,72800
11107300.0,73000
11107300.0,73300
11182800.0,73800
11182800.0,74900
11182800.0,72800
11182800.0,73800
11077100.0,73100
11077100.0,73100
11077100.0,68400
11077100.0,69000
11077100.0,71500
11077100.0,71500
11077100.0,71400
11077100.0,70300
11375400.0,72200
11375400.0,72000
11375400.0,71500
11375400.0,70700
11375400.0,69800
11375400.0,69800
11213400.0,68800
11213400.0,69900
11469400.0,71500
11469400.0,74800
11454100.0,74700
11454100.0,73500
11454100.0,74600
11454100.0,74500
11561200.0,75200
11561200.0,75600
11561200.0,75500
11790700.0,77000
11790700.0,78800
11790700.0,78600
11415700.0,76100
11415700.0,79700
11415700.0,81900
11429600.0,82000
11429600.0,81100
11457600.0,81300
11457600.0,82000
11457600.0,82400
11457600.0,81100
11457600.0,80400
11471800.0,80500
11471800.0,80900
11542300.0,81400
11542300.0,80400
11542300.0,79000
11732100.0,80300
11732100.0,78300
11791700.0,78700
11791700.0,78300
11791700.0,78500
12211700.0,81300
12211700.0,81800
12345800.0,82700
12345800.0,83100
12345800.0,81200
12345800.0,80900
12345800.0,80400
12345800.0,80200
12345800.0,78300
12345800.0,78200
12345800.0,77900
12345800.0,75900
12102800.0,74400
12102800.0,78600
12056900.0,78300
12056900.0,79000
12163300.0,79700
12163300.0,80000
12163300.0,79500
11540100.0,75400
11448900.0,74800
11707300.0,76500
11676900.0,76300
11570500.0,75600
11585800.0,75700
11585800.0,74700
11709800.0,75500
11709800.0,75000
11912600.0,76300
11912600.0,76300
11943800.0,76500
11943800.0,77300
12005400.0,77700
12005400.0,77900
12005400.0,77700
12005400.0,74900
12005400.0,74900
12053400.0,75200
12053400.0,76100
11927000.0,75300
11927000.0,73600
11846000.0,73100
11846000.0,76300
11985500.0,77200
11985500.0,76800
12110300.0,77600
12110300.0,78000
12110300.0,78200
12402900.0,80100
12402900.0,79300
12668100.0,81000
12668100.0,80100
12841900.0,81200
12841900.0,80600
12873700.0,80800
12873700.0,78600
12873700.0,80100
12873700.0,78700
12873700.0,78700
13004100.0,79500
13004100.0,79000
13397700.0,81400
